start_node,end_node,np
300264,300266,1
300264,300266,2
300265,300205,0
300268,300273,0
300269,300288,0
300269,300400,0
300244,300400,0
300270,300201,1
300314,300315,1
300314,300315,2
300314,300315,3
300314,301220,0
301220,301221,0
301220,378001,0
301220,301205,0
300270,300314,0
300260,300314,0
300315,301201,0
301254,301201,0
301255,301205,0
300325,301255,0
301253,301254,0
300325,301253,0
300315,300321,1
300315,300321,2
300319,300320,1
300319,300320,2
300247,300319,0
300315,300213,0
300270,300201,2
300270,300403,0
300271,300272,2
300271,300272,1
300272,300282,0
300272,300283,0
300273,300280,0
300273,300290,0
300274,300221,1
300274,300221,2
300278,300419,0
300279,300235,1
300279,300235,2
300279,300278,0
300281,300282,0
300291,300248,0
300257,300350,0
300350,300351,0
300351,300352,0
300351,300353,0
300353,300354,0
300355,301235,0
300354,301235,0
300262,300357,0
300329,300330,1
300329,300330,2
300357,300358,0
300358,300359,0
300359,300367,0
300240,300367,0
300246,300360,0
300360,300361,0
300361,300362,0
300248,300363,0
300372,300364,0
300372,300399,0
300347,300364,0
300249,300370,0
300370,300371,0
300249,300371,0
300347,300372,0
300372,300373,0
300373,300249,0
300360,300389,1
300360,300389,2
300362,300368,1
300362,300368,2
300347,300373,0
300374,300375,0
300249,300374,0
300396,300238,0
300244,300397,0
300246,300320,0
300292,300388,0
300249,300388,0
300249,300364,0
300397,300398,0
300398,300293,0
300248,300293,0
300379,300365,0
300246,300365,0
300378,300248,0
300378,300377,0
300375,300376,0
300377,300246,0
300376,300320,0
300269,300380,0
300244,300381,0
300268,300382,0
300262,300382,0
300293,300387,0
300293,300384,0
300248,300384,0
300292,300385,0
300347,300385,0
300347,300386,0
300249,300386,0
300273,300366,0
300276,300366,0
300257,300390,0
300390,300392,0
300392,300393,0
300393,300238,0
300257,300391,0
300391,300394,0
300394,300395,0
300395,300396,0
300362,300320,0
300330,300356,0
300326,301210,0
300313,301239,2
300313,301239,1
301238,301239,2
301238,301239,1
301210,301211,0
300255,301211,0
300326,301212,0
300326,301213,0
300277,301218,0
300212,301218,0
301218,301219,0
300212,301219,1
300212,301219,2
300223,301219,0
300220,300264,1
300220,300264,2
300220,301213,0
300266,301214,0
301214,301215,0
301215,301216,0
300356,301216,0
300330,301216,0
300257,301217,0
300262,301217,0
300330,300355,0
300296,300297,0
300302,300303,0
300403,300402,0
300403,300404,1
300403,300404,2
300404,300401,0
300404,300405,2
300404,300405,1
300404,300441,0
300439,300441,0
300405,300421,0
300405,300422,0
300405,300430,0
300405,300432,0
300405,300436,0
300405,300488,0
300409,300408,0
300409,300410,1
300409,300410,2
300409,300413,0
300409,300416,0
300582,300583,2
300582,300583,1
300582,300701,0
300409,300582,0
300410,300457,0
300410,300452,0
300410,300459,0
300453,300459,0
300410,300461,0
300410,300474,1
300410,300474,2
300410,300472,1
300410,300472,2
300410,300474,4
300410,300810,0
300411,300412,0
300411,300812,0
300412,300414,0
300413,300414,1
300413,300414,2
300413,300480,0
300414,300507,0
300414,300806,0
300415,300417,0
300454,300455,0
300455,300506,0
300416,300417,1
300416,300417,2
300416,300582,0
300439,300582,0
300416,300801,0
300417,300453,0
300417,300454,0
300417,300418,0
300418,300443,0
300419,300448,1
300419,300448,2
300419,300420,0
300420,300432,0
300421,300541,0
300423,300541,0
300422,300425,0
300428,300456,0
300425,300430,1
300425,300430,2
300426,300553,0
300426,300570,0
300430,300435,0
300436,300566,0
300431,300566,0
300457,300458,0
300458,300455,0
300435,300462,0
300460,300462,0
300444,300460,0
300437,300553,0
300439,300440,1
300439,300440,2
300439,300440,3
300440,300443,0
300440,300445,0
300440,300447,0
300440,300451,0
300440,300489,0
300440,300569,0
300467,300569,0
300444,300447,0
300445,300453,0
300446,300447,0
300446,300456,0
300448,300456,0
300446,300449,0
300447,300449,0
300449,300428,0
300446,300428,0
300428,300459,0
300450,300452,0
300451,300463,0
300461,300813,0
300463,300467,0
300464,300439,0
300464,300465,0
300464,300551,0
300465,300471,0
300465,300517,0
300465,300577,0
300468,300470,0
300468,300469,0
300470,300471,0
300470,300558,0
300473,300478,0
300475,300417,1
300475,300417,2
300476,300474,0
300477,300478,0
300477,300853,0
300480,300481,1
300480,300481,2
300480,300601,0
300481,300482,0
300481,300483,0
300481,300491,0
300481,300497,0
300481,300502,0
300481,300523,0
300481,300524,0
300481,300589,0
300482,300484,0
300482,300486,0
300483,300485,0
300483,300487,0
300484,300590,0
300485,300591,0
300486,300626,0
300487,300547,0
300490,300572,0
300496,300572,1
300496,300572,2
300490,300527,0
300491,300500,0
300491,300528,0
300492,300498,0
300492,300519,0
300493,300513,0
300493,300514,0
300493,300518,0
300493,300527,0
300493,300592,0
300494,300498,0
300494,300503,0
300494,300593,0
300502,300563,0
300495,300563,0
300495,300514,0
300495,300594,0
300518,300572,0
300496,300808,0
300497,300499,0
300497,300503,0
300498,300513,0
300498,300599,0
300499,300595,0
300500,300519,0
300501,300511,0
300501,300518,0
300502,300596,0
300503,300597,0
300504,300521,0
300505,300470,0
300466,300507,0
300466,300506,0
300466,300508,0
300507,300521,0
300508,300510,0
300509,300491,0
300510,300517,0
300510,300542,0
300511,300809,0
300513,300515,0
300514,300516,0
300520,300807,0
300520,300808,0
300523,300525,0
300523,300530,0
300524,300526,0
300524,300529,0
300525,300598,0
300526,300588,0
300563,300587,0
300528,300532,0
300528,300537,0
300528,300538,0
300528,300539,0
300528,300546,0
300529,300531,0
300530,300532,0
300531,300546,0
300537,300539,0
300538,300542,0
300539,300553,1
300539,300553,2
300543,300544,0
300543,300602,0
300544,300546,0
300545,300549,0
300545,300734,0
300547,300548,0
300548,300627,0
300549,300550,0
300550,300540,0
300551,300553,1
300551,300553,2
300551,300554,0
300552,300554,1
300552,300554,2
300553,300578,0
300555,300557,0
300553,300556,0
300553,300560,0
300560,300556,0
300556,300557,0
300555,300556,0
300555,300561,0
300561,300556,0
300553,300438,0
300554,300555,0
300554,300601,0
300554,300911,0
300555,300559,0
300540,300639,0
300540,300602,0
300558,300559,0
300558,300562,0
300558,300866,0
300562,300580,0
300564,300565,0
300564,300570,0
300564,300575,0
300564,300576,0
300564,300926,0
300570,300557,0
300570,300580,0
300575,300653,0
300576,300653,0
300579,300564,0
300579,300580,0
300580,300860,0
300613,300602,0
300613,300608,0
300613,300628,0
300601,300602,1
300601,300602,2
300601,300603,0
300602,300623,0
300602,300634,0
300602,300615,0
300603,300604,1
300603,300604,2
300603,300637,0
300603,300571,0
300571,300801,0
300573,300813,0
300571,300572,1
300571,300572,2
300604,300605,0
300604,300624,0
300604,300636,0
300605,300629,0
300605,300633,0
300606,300610,0
300620,300614,0
300606,300620,0
300606,300607,0
300607,300612,0
300607,300619,0
300608,300609,0
300620,300609,0
300609,300638,0
300612,300638,0
300610,300611,0
300611,300613,0
300614,300625,0
300625,300616,0
300616,300619,0
300616,300728,0
300617,300618,0
300618,300621,0
300621,300602,0
300622,300602,0
300623,300635,0
300626,300605,0
300627,300605,0
300628,300629,0
300630,300631,0
300630,300636,0
300631,300607,1
300631,300607,2
300631,300613,0
300632,300604,1
300632,300604,2
300632,300633,0
300634,300735,0
300635,300607,0
300637,300631,0
300668,300912,0
300659,300654,0
300659,300653,0
300654,300664,0
300654,300658,0
300664,300656,0
300653,300764,0
300653,300768,0
300764,300768,0
300655,300675,0
300675,300671,0
300658,300691,0
300681,300682,0
300691,300693,0
300693,300661,0
300692,300694,0
300692,300768,0
300694,300661,0
300691,300692,0
300688,300692,0
300666,300688,0
300674,300687,0
300675,300684,0
300686,300687,0
300661,300686,0
300667,300685,0
300671,300683,0
300661,300683,0
300672,300685,0
300661,300672,0
300652,300681,0
300691,300687,0
300661,300679,0
300656,300679,0
300663,300678,0
300670,300678,0
300651,300668,0
300657,300662,0
300663,300656,0
300662,300668,0
300670,300677,0
300651,300676,0
300675,300692,0
300669,300665,0
300661,300665,0
300673,300669,0
300671,300691,0
300673,300670,0
300666,300667,0
300661,300673,0
300651,300657,0
300655,300768,0
300701,300702,0
300701,300731,1
300701,300731,2
300701,300660,0
300660,300911,0
300660,300661,1
300660,300661,2
300660,300661,3
300702,300703,0
300702,300732,1
300702,300732,2
300703,300734,1
300703,300734,2
300704,300721,0
300705,300721,0
300704,300706,0
300705,300738,0
300706,300707,0
300706,300738,0
300707,300708,0
300707,300722,0
300708,300709,0
300709,300720,0
300709,300722,0
300709,300744,0
300709,300745,0
300710,300745,0
300711,300713,0
300711,300714,1
300711,300714,2
300711,300732,1
300711,300732,2
300711,300744,0
300713,300714,0
300714,300731,1
300714,300731,2
300714,300731,3
300715,300734,0
300716,300734,0
300717,300720,0
300717,300723,0
300717,300731,1
300717,300731,2
300717,300732,1
300717,300732,2
300732,300758,0
300717,300759,2
300717,300759,1
300719,300720,0
300719,300723,0
300718,300732,0
300722,309198,0
300722,300723,0
300727,300742,0
300728,300742,0
300729,300730,0
300730,300731,0
300731,300768,0
300732,300737,0
300732,300765,0
300732,300766,0
300732,300771,0
300732,300772,0
300733,300741,0
300734,300740,0
300734,300653,1
300734,300653,2
300735,300740,0
300737,300733,0
309199,309200,0
300738,309200,0
300738,309199,0
300741,300742,0
300760,300763,1
300760,300763,2
300651,300916,0
300652,300919,0
300768,300760,1
300768,300760,2
300768,300765,0
300768,300766,0
300653,300658,0
300801,300802,1
300801,300840,0
300841,300838,0
300841,300842,0
300840,300841,0
300840,300842,0
300801,300802,2
300802,300803,0
300802,300804,0
300802,300807,0
300802,300805,0
300805,300810,0
300802,300819,0
300802,300833,0
300803,300816,0
300803,300817,0
300804,300811,0
300805,300825,0
300805,300829,0
300805,300832,0
300806,300809,0
300811,300838,0
300813,300814,0
300814,300815,0
300815,300803,0
300816,300812,0
300817,300818,0
300818,300804,0
300819,300820,0
300820,300804,0
300821,300822,0
300822,300805,0
300824,300821,0
300825,300826,0
300826,300827,0
300827,300804,0
300828,300838,0
300832,300828,0
300833,300835,0
300834,300838,0
300835,300836,0
300836,300838,0
300838,300839,0
300838,300829,0
300850,300851,1
300850,300851,2
300851,300852,0
300851,300899,0
300899,300861,0
300851,300868,0
300851,300880,0
300852,300854,0
300852,300862,0
300854,300853,0
300854,300855,0
300855,300856,0
300857,300858,0
300857,300875,0
300858,300859,0
300860,300867,0
300862,300863,0
300863,300864,0
300864,300865,0
300865,300866,0
300868,300869,0
300869,300870,0
300870,300871,0
300870,300872,0
300873,300874,0
300875,300887,0
300880,300881,0
300881,300882,0
300882,300883,0
300883,300884,0
300884,300885,0
300887,320598,0
300888,300889,0
300873,300898,0
300870,300898,0
300890,300897,0
300889,300897,0
300505,300886,0
300864,300886,0
300860,300878,0
300874,300878,0
300877,300879,0
300879,300889,0
300864,300872,0
300890,300891,0
300892,320001,0
300892,320002,0
300894,300895,0
300895,320598,0
300896,300889,0
300901,300903,1
300901,300903,2
300901,300913,0
300901,300932,0
300932,300916,0
300901,300920,0
300921,300928,0
300901,300961,1
300901,300961,2
300901,300949,0
300961,300951,0
300961,300948,0
300902,300911,1
300902,300911,2
300902,300954,0
300903,300912,0
300903,300918,0
300903,300939,0
300904,300906,1
300904,300906,2
300904,300908,0
300904,300914,0
300904,300923,0
300904,300940,0
300905,300908,1
300905,300908,2
300905,300923,0
300905,300940,0
300905,300941,0
300905,300947,0
300905,300948,0
300906,300908,1
300906,300908,2
300907,300908,1
300907,300927,2
300907,300909,0
300909,300960,0
300960,300961,1
300960,300961,2
300911,300960,0
300907,300960,0
300907,300991,0
300927,300942,0
300908,300927,0
300927,300970,0
300909,300910,1
300909,300910,2
300909,309306,0
300910,300924,1
300910,300924,2
300910,300965,0
300910,300966,0
300911,300901,1
300911,300901,2
300912,300916,0
300912,300921,0
300912,300930,0
300912,300949,0
300914,300913,0
300914,300915,0
300914,300917,0
300915,300918,0
300915,300920,0
300916,300939,0
300917,300933,0
300961,300941,0
300961,300917,0
300918,300945,0
300919,300928,0
300919,300931,0
300928,300925,0
300922,300935,0
300922,300926,0
300924,309309,0
300930,300931,0
300953,300934,0
300955,300946,0
300933,300955,0
300957,300956,0
300956,300946,0
300956,300993,0
300957,300953,0
300933,300953,0
300934,300950,0
300942,300952,0
300943,300952,0
300943,300967,0
300944,300946,0
300945,300944,0
300947,300951,0
300950,300952,0
300952,300969,0
300952,300970,0
300965,300967,0
300966,300968,0
300968,300969,0
300991,300992,0
300991,300994,0
300993,300915,0
300993,300994,0
320577,300888,1
320781,300893,0
330915,330080,1
330915,330080,2
330926,304005,0
330920,330999,0
330921,330998,0
330948,330025,0
330024,330948,0
330950,330029,0
330949,330929,2
330949,330929,1
320001,320723,0
320002,320730,0
320580,320581,1
330947,330048,0
330947,330047,0
330946,330947,1
330946,330947,2
330944,330028,0
330943,330944,0
320003,320457,0
330943,330924,0
330942,330948,0
330942,330026,0
330922,330026,0
330948,330022,0
330941,330944,0
330941,330092,0
330941,330086,0
330938,330939,0
330938,330937,0
330936,330937,0
330934,330935,0
330934,300070,0
330933,330939,0
320005,320577,0
320005,330933,0
330933,320577,0
330932,330949,0
330932,330933,0
330931,330019,0
330931,330016,0
330930,330950,0
330930,330020,0
330930,330011,0
330929,330941,1
330929,330941,2
330929,330091,0
330929,320580,2
330929,320580,1
330927,330928,0
330927,330914,1
330927,330914,2
330927,330907,0
330925,330926,0
330924,330945,0
330924,330925,0
330923,330943,0
330923,330942,0
330929,330093,0
330923,330093,0
330923,330929,0
330923,330922,0
330923,330921,2
330923,330921,1
330922,330948,0
320580,320583,0
330921,330919,3
330921,330919,1
330921,330919,2
330920,330934,0
330920,330921,0
330919,330931,0
330919,330918,0
330919,330917,0
330919,330059,0
330919,330058,0
330918,330020,0
330918,330019,0
330918,330931,0
330917,330923,0
330917,330916,2
330917,330916,1
330916,330022,0
330916,330011,0
330915,330038,0
320101,320102,0
330914,330040,0
330914,330039,0
330913,330932,0
330913,330920,0
330913,330908,2
330913,330908,1
330912,330930,0
330912,330919,0
330912,330911,0
330912,330062,0
330911,330950,0
330969,330087,0
330910,330008,0
330961,330939,0
330960,330910,0
330961,330960,0
330961,330909,0
330969,330910,0
330909,330087,0
330909,330064,0
330908,330912,0
330908,330068,0
330908,330066,0
330908,330064,0
330908,330058,0
330908,330038,0
330907,330935,1
330907,330935,2
330908,330094,0
330907,330094,0
330094,330029,0
330907,330906,1
330907,330906,2
330906,330035,0
330906,330032,0
330905,330904,1
330905,330904,2
330905,330060,0
330905,330034,0
330904,330053,0
330904,330051,0
330904,330048,0
330047,330099,0
330099,330100,0
330098,330099,0
330098,330904,0
330903,330964,0
330962,330963,0
330901,330964,0
330922,330966,0
330090,330933,1
330090,330933,2
330967,330089,0
330089,330086,0
330902,330934,0
330902,330913,0
330951,330952,0
330951,330962,0
330902,330903,0
330902,330953,0
330953,330964,0
330953,330954,0
330902,330951,0
330902,330901,1
330964,330076,0
330038,330965,1
330038,330965,2
330038,330143,0
330142,330143,0
330144,330145,0
330145,330080,0
330901,330075,0
330962,330044,0
330963,330042,0
330095,330917,0
330087,330007,0
330086,330948,0
330086,330024,0
330086,330023,0
330086,330021,0
330085,330009,0
330085,330008,0
330085,330007,0
330084,205270,0
330083,320578,0
330082,330012,0
330082,330003,0
330082,330002,0
330082,330001,0
330081,330053,0
320101,320453,0
330079,330021,0
330078,330088,0
330077,330078,0
330076,330077,0
330075,330077,0
330073,330072,0
330071,330006,0
330071,330005,0
330070,330071,0
330069,330070,0
330068,330069,0
330067,330014,0
330959,330014,0
330066,330960,0
330066,330959,0
330065,330946,0
330065,330935,0
330065,330055,1
330065,330055,2
330064,330067,0
330063,330936,0
330062,330938,0
330062,330063,0
330061,330016,0
330060,330052,1
330060,330052,2
330059,330060,0
330058,330061,0
330057,330947,0
330057,330056,0
330056,330046,0
330055,330074,0
330055,330073,0
330054,330081,0
330052,330054,0
330050,330030,0
330050,330033,0
330048,330072,0
330046,330947,0
330045,330057,0
330045,330044,0
330043,330906,0
330041,330906,0
330958,330031,0
330914,330957,0
330957,330958,0
330958,330041,0
330040,330042,0
330037,330906,0
330036,330074,0
330036,330039,0
330036,330037,0
330035,330036,0
330034,330935,0
330034,330049,0
330033,330049,0
330033,330043,0
330030,330032,0
330030,330031,0
330029,330030,0
330028,330945,0
330027,330945,0
330027,330968,0
330926,330968,0
330026,330944,0
330023,330942,0
330018,330019,0
330017,330019,0
330016,330018,0
330016,330017,0
330049,330013,0
330013,330904,0
330936,330082,0
330015,330016,0
330012,330936,0
330010,330911,0
330010,330014,0
330009,330014,0
330006,330910,0
330005,330087,0
330004,330007,0
330003,330004,0
330002,330937,0
330002,330008,0
330001,330937,0
320781,320723,0
320101,320455,0
320102,320456,0
320741,320582,0
320731,320579,0
320723,320590,0
320722,320721,0
320721,320578,0
320705,320581,0
320705,320410,0
320703,320701,0
320701,320582,0
320702,320579,0
320704,320120,0
320120,320598,0
320599,320419,0
320599,304003,0
320599,304002,0
320600,320587,0
320598,320144,0
320598,320143,0
320598,320137,0
320111,320131,0
320597,320598,0
320596,320583,0
320595,320003,0
320594,304004,0
320594,304001,0
320593,320454,0
320592,320593,0
320176,320591,0
320176,320599,0
320176,320455,0
320176,320454,0
320591,320134,0
320591,320133,0
320591,320132,0
320591,320131,0
320591,320102,0
320591,320101,1
320591,320101,2
320590,320722,0
320589,320147,0
320589,320146,0
320589,320138,0
320589,320130,0
320589,320126,0
320589,320125,0
320004,320589,0
320587,320597,0
320587,320592,0
320170,320585,0
320170,320587,0
320170,320176,0
320587,320585,0
320587,320576,0
320587,320004,0
320586,320599,0
378001,378002,1
301205,378002,2
378001,378002,3
301205,378025,0
378021,378105,0
378021,378026,0
378021,378114,0
378098,378085,0
378098,378101,0
378053,378054,0
378115,378070,0
378103,378101,0
378090,378091,0
378096,378095,0
378094,378095,0
378094,378092,0
378052,378053,0
378097,378092,0
378091,378097,0
378021,378118,0
378049,378117,0
378045,378116,0
378049,378050,0
378032,378039,0
378042,378084,0
378123,378124,0
378002,378011,2
378002,378011,1
378025,378076,1
378109,378104,0
378124,378125,0
378110,378107,0
378108,378110,0
378114,378111,0
378105,378106,0
378113,378107,0
378054,378126,0
378024,378127,0
378126,378109,0
378122,378060,0
378125,378087,0
378051,378052,0
378058,378070,0
378005,378006,1
378024,378003,0
378024,378004,0
378005,378006,2
378005,378006,3
378054,378113,0
378009,378010,0
378011,378060,0
378011,378075,0
378014,378013,0
378065,378066,0
378062,378041,0
378041,378065,0
378086,378087,0
378086,378085,0
378023,378017,2
378023,378017,1
378017,378018,1
378017,378018,2
378085,378122,0
378083,378082,0
378050,378051,0
378066,378090,0
378019,378080,1
378019,378080,2
378025,378076,2
378028,378037,0
378022,378077,0
378081,378082,0
378020,378021,0
378027,378021,1
378027,378021,2
378080,378089,0
378076,378082,1
378076,378082,2
378076,378081,0
378060,378083,0
378068,378069,0
378005,378029,0
378023,378029,0
378029,378030,0
378005,378019,0
378006,378008,0
378006,378016,0
378008,378007,0
378008,378009,0
378010,378038,0
378010,378088,0
378006,378012,0
378019,378028,0
378088,378089,0
378012,378002,0
378002,378017,2
378002,378017,1
378011,378024,0
378013,378045,0
378013,378049,0
378013,378068,0
378013,378115,0
378013,378058,0
378015,378014,0
378016,378015,0
378023,378031,0
378027,378031,1
378028,378031,0
378027,378031,2
378017,378022,0
378042,378047,2
378018,378034,0
378018,378119,0
378018,378036,0
378036,378096,0
378030,378059,0
378037,378047,0
378042,378047,1
378013,378046,0
378044,378046,0
378044,378084,0
378055,378059,0
378056,378057,0
378119,378057,0
378070,378119,0
378030,378069,0
378018,378030,4
378018,378030,3
378018,378030,2
378018,378030,1
378030,378145,0
378035,378049,0
378145,378087,0
378018,378066,0
378022,378020,0
378021,378054,1
378021,378054,2
378021,378062,0
378024,378025,0
378047,378032,0
378038,378039,0
378042,378043,0
378034,378033,0
378033,378070,0
378043,378045,0
378037,378042,0
378012,378123,0
300222,300245,1
300222,300245,2
300224,300245,1
300224,300245,2
300245,301245,1
300245,301245,2
300285,301245,0
300223,301245,0
300287,300305,0
300223,300287,0
300304,300305,0
300304,301245,0
300226,301246,0
301246,301247,0
300226,301245,0
300284,301249,0
301239,301251,0
300313,301252,0
301251,301252,0
300284,301248,0
301244,301245,0
300226,301244,0
378037,378088,0
300637,300736,0
300701,300736,0
300581,300700,0
300750,300960,0
300750,300703,1
300750,300703,2
300750,300601,0
300700,300750,0
300714,300752,0
300714,300751,0
300717,300758,0
300732,300753,0
300732,300754,0
300716,300746,0
300715,300746,0
300712,300734,1
300712,300734,2
300710,300747,0
300727,300747,0
300710,300748,0
300748,300749,0
300704,300749,0
300709,300724,0
300711,300724,0
300714,300725,0
300717,300725,0
300711,300726,0
300729,300726,0
300727,300743,0
300729,300743,0
300012,300149,0
300473,300534,0
300534,300535,0
300535,300536,0
300431,300536,0
300469,300533,0
300522,300533,0
300463,300522,0
300425,300434,0
300433,300434,0
300436,300512,0
300433,300512,0
300431,300433,0
300427,300431,0
300423,300427,0
300424,300429,0
300429,300473,0
300424,300463,0
300479,300505,0
300473,300479,0
300442,300567,0
300568,300580,0
300570,300568,0
300567,300444,0
300440,300442,0
300250,301243,0
300236,301243,0
300284,301242,0
300284,301241,0
300223,301242,0
300223,301241,0
300309,301225,0
301225,301229,0
301228,301229,0
300242,301228,0
300308,301228,0
301226,301227,0
300307,301226,0
300242,301226,0
300223,301223,0
301222,301223,0
301222,301224,0
300277,301224,0
300127,300148,0
300146,300148,0
300022,300146,0
300127,300147,0
300144,300147,0
300144,300145,0
300022,300145,0
300022,300144,0
300015,300143,0
300012,300143,0
300124,300142,0
300142,300149,0
300736,300739,1
300736,300739,2
300245,301203,2
300823,300838,0
401804,401004,0
401804,401866,0
401805,401804,0
401805,401005,0
401805,401806,0
401806,401006,0
401807,401007,0
401813,401013,0
401813,401803,0
401813,401513,0
401813,401836,0
401915,401015,2
401908,401008,0
401908,401921,0
401912,401012,0
401913,401813,1
401913,401813,2
401913,401966,0
401915,401015,1
401916,401016,1
401916,401016,2
401916,401918,0
401916,401951,0
401918,401018,0
401922,401919,0
401922,401906,0
401918,401599,0
401919,401019,0
401310,401315,0
401300,401310,0
401201,401900,0
401300,401201,0
401202,401900,0
401300,401202,0
401344,401300,0
401330,401343,0
401343,401344,1
401343,401344,2
401315,401915,2
401315,401915,1
401503,401403,0
401505,401055,0
401506,401406,0
401508,401408,0
401513,401013,0
401520,401020,0
401521,401021,0
401528,401428,0
401529,401429,0
401536,401436,0
401550,401450,0
401551,401451,0
401553,401453,0
401554,401463,0
401557,401457,0
401560,401460,0
401564,401464,0
401581,401481,0
401589,401489,0
401592,401492,0
401599,401499,0
401802,401864,0
401803,401503,0
401803,401801,0
401855,401505,0
401855,401557,0
401855,401853,0
401808,401408,0
401808,401404,0
401836,401536,0
401820,401401,0
401820,401420,0
401844,401866,0
401853,401864,0
401864,401564,0
401900,401400,0
401201,401500,0
401202,401555,0
401900,401920,0
401170,401929,0
401987,401170,0
401900,401987,0
401989,401589,0
401902,401802,0
401900,401909,0
401911,401906,0
401911,401954,0
401906,401506,0
401906,401956,0
401906,401997,0
401920,401020,0
401920,401925,0
401920,401520,0
401921,401521,0
401921,401021,0
401921,401998,0
401921,401937,0
401937,401955,0
401937,401938,0
401938,401925,0
401938,401933,0
401935,401936,0
401936,401952,0
401936,401934,0
401925,401425,0
401928,401528,0
401928,401950,0
401928,401966,0
401929,401529,0
401929,401928,0
401929,401592,0
401950,401550,0
401951,401551,0
401952,401452,0
401954,401554,0
401953,401553,0
401956,401902,0
401966,401560,0
401981,401409,0
401981,401581,0
401981,401481,0
401988,401908,0
401998,401498,0
401966,401160,0
401998,401160,0
401101,401001,0
401957,401512,0
401955,401510,0
401512,401051,0
401510,401050,0
401101,401469,0
401102,401002,0
403524,403301,0
403020,403302,0
403120,403303,0
403120,403304,0
403708,403979,0
403015,403708,0
403010,403715,0
403605,403348,0
403010,403350,0
401103,401003,1
401103,401003,2
401103,401003,3
401103,401618,0
401103,401641,0
401103,401672,0
401111,401672,0
401103,401608,0
401111,401642,0
401111,401011,1
401111,401011,2
401111,401011,3
401111,401011,4
401111,401684,0
401684,401685,0
401685,401686,0
402167,401686,0
401111,401648,0
401114,401615,0
401114,401617,0
401204,401774,0
401204,401574,0
401209,401009,0
401210,401010,0
401210,401209,0
401210,401211,0
401210,401749,0
401211,401111,0
401211,401788,0
401114,401014,0
401918,401922,0
401238,401306,0
401206,401396,0
401206,401296,0
401206,401395,0
401206,401238,0
401296,401226,0
401395,401226,0
401306,401226,0
401396,401226,0
401910,401909,0
401910,401911,0
401024,401014,0
401114,401023,0
401214,401028,0
401214,401114,1
401214,401114,2
401214,401743,0
401214,401787,0
401301,401074,0
401301,401073,0
401301,401701,2
401301,401701,1
401301,401341,0
401341,401342,1
401341,401342,2
401342,401330,0
401395,402333,0
401306,402495,0
401081,401017,0
401081,401027,0
401080,401037,0
401080,401047,0
401078,401057,0
401078,401067,0
401075,401077,0
401075,401087,0
401076,401396,0
401317,401374,0
401205,401602,0
401330,401205,0
401207,401602,0
401330,401207,0
401515,401415,0
401524,401424,0
401532,401432,0
401533,401433,0
401540,401040,0
401541,401441,0
401542,401442,0
401602,401496,0
401205,401502,0
401207,401531,0
401602,401625,0
401602,401635,0
401608,401419,0
401610,401622,0
401610,401454,0
401610,401665,0
401612,401635,0
401612,401478,0
401612,401665,0
401612,401680,0
401615,401415,0
401617,401475,0
401617,401615,0
401618,401418,0
401618,401694,0
401622,401633,0
401622,401635,0
401622,401422,0
401624,401424,0
401626,401426,0
401630,401680,0
401630,401637,0
401632,401432,0
401633,401533,0
401634,401434,0
401634,401632,0
401635,401634,0
401635,401435,0
401637,401602,0
401641,401441,0
401642,401442,0
401644,401444,0
401648,401103,0
401648,401448,0
401606,401416,0
401665,401465,0
401670,401470,0
401680,401480,0
401694,401494,0
401694,401644,0
401701,401586,0
401701,401587,0
401701,401787,0
401710,401033,0
401710,401410,0
401711,401022,0
401711,401788,2
401711,401733,0
401711,401788,1
401712,401044,0
401713,401045,0
401713,401411,0
401730,401430,0
401731,401431,0
401730,401630,0
401731,401630,0
401733,401730,0
401733,401900,0
401740,401540,0
401740,401640,0
401749,401449,0
401749,401795,0
401749,401788,0
401786,401486,0
401787,401710,0
401787,401712,0
401787,401713,0
401787,401786,0
401788,401488,0
401795,401495,0
401920,401820,1
401953,401853,0
401072,401117,0
401117,401417,0
401117,401675,0
403455,403450,0
402090,402615,0
402135,402625,0
402094,402093,0
402096,402157,0
402097,402098,0
402098,402099,0
402100,402117,0
402103,402633,0
402103,402616,0
402113,403834,0
403629,403834,0
402113,402114,0
402114,402115,0
402115,402116,0
402116,402117,0
402117,402181,1
402117,402181,2
402117,402102,0
402102,402138,0
402138,402118,0
402171,402159,0
402139,402159,0
402118,402172,0
402118,402168,0
402118,402137,0
402118,402101,1
402118,402101,2
402101,402104,0
402104,402121,0
402118,402119,1
402118,402119,2
402119,402120,1
402119,402120,2
402120,402515,0
402121,402199,0
402515,402509,0
402122,402172,0
402122,402123,0
402123,402124,0
402124,402126,0
402124,402013,0
403452,403450,0
403451,403450,0
402126,402127,0
402127,402128,0
402127,402014,0
402128,402129,0
402128,402097,0
402129,402130,0
402130,402610,0
402130,402133,0
402131,402130,0
402132,402195,0
402132,402131,0
402133,402134,0
402134,402527,0
402134,402135,0
402135,402090,1
402135,402090,2
402135,402198,0
402136,402103,2
402136,402103,1
402136,402094,0
402137,402100,0
402174,403057,0
402140,402400,0
402140,402092,0
402141,402150,0
402141,402149,0
402141,402148,2
402141,402148,1
402141,402144,0
402141,402142,1
402141,402142,2
402141,402020,1
402141,402020,2
402141,402020,3
402141,402020,4
402142,402143,1
402142,402143,2
402143,402021,0
402144,402145,0
402145,402146,0
402146,402627,0
402146,402173,0
402149,402151,0
402149,402022,1
402149,402022,2
402150,402151,0
402151,402154,0
