start_node,end_node,np
100601,516450,0
511130,511135,0
701939,519569,0
529100,408820,0
701939,519570,0
701939,519572,0
511290,511291,0
511047,511290,0
529887,408901,0
529888,408901,0
529915,408620,0
529886,529915,0
510005,510006,1
510670,510671,1
510670,510671,2
510005,510006,2
510007,510006,0
510007,510022,0
510007,510946,1
510007,510922,2
510672,510912,1
510672,510911,2
510011,510007,0
510108,510684,0
510011,510248,1
510011,510257,2
510011,514355,0
510022,510023,0
510022,510024,0
510022,514355,0
510032,510041,0
510032,510094,0
510032,510215,5
510035,531963,0
510041,510035,0
510041,510154,0
510992,510514,0
510992,510512,0
510991,510513,0
510991,510511,0
510041,510311,1
510041,510311,2
510646,510057,0
510646,510154,0
510094,531963,0
510094,532161,0
510153,510154,0
510154,510889,2
510154,510396,1
510211,510217,0
510211,510237,0
510211,510444,0
510212,510336,0
510212,510429,0
510213,510307,0
510213,510429,0
510954,510219,0
510950,510377,0
510215,510226,0
510216,510434,0
510217,510435,0
510218,510221,0
510218,510224,0
510218,510611,0
510219,510225,0
510220,510255,0
510220,510441,0
510221,510681,0
510681,510256,0
510221,510445,0
510222,510311,0
510222,510421,0
510222,510422,0
510223,510959,0
510223,510429,0
510224,510427,0
510225,510427,0
510870,510247,0
510228,510431,0
510957,510433,0
510660,510344,0
510987,510661,2
510660,510661,1
510238,510215,0
510667,510901,0
510667,510250,0
510247,510988,0
510246,510255,0
510246,510456,0
510246,510682,0
510257,510641,0
510902,510640,0
510903,510633,0
510223,510633,0
510247,510980,0
510247,510455,0
510986,510248,0
510986,510287,0
510248,510383,0
510248,510458,0
510249,510383,0
510249,510457,0
510251,510462,0
510284,510635,0
510286,510636,0
510252,510462,0
510254,510457,0
510990,510461,0
510255,510990,0
510989,510460,0
510256,510989,0
510257,510464,0
510945,510273,0
510921,510285,0
510940,510469,5
510271,510647,0
510218,510658,0
510958,510658,0
510958,510320,0
510219,510659,0
510216,510659,0
510647,510664,0
510666,510623,0
510680,510622,0
510353,510917,0
510627,510677,0
510628,510678,0
510354,510914,0
510910,510677,0
510913,510678,0
510345,510674,0
510677,510345,0
510674,510356,0
510671,510674,3
510671,510356,4
510674,510675,5
510677,510679,1
510678,510679,2
510271,510483,0
510273,510278,0
510273,510470,0
510872,510621,0
510629,510631,0
510647,510651,0
510981,510983,0
510982,510984,0
510236,510629,0
510890,510637,0
510394,510638,0
510640,510641,0
510434,510435,0
510621,510293,0
510871,510345,0
510274,510475,1
510873,510475,2
510276,510928,0
510386,510618,0
510617,510276,0
510276,510476,0
510931,510315,0
510930,510315,0
510929,510282,0
510277,510929,0
510618,510277,0
510277,510476,0
510948,510478,0
510278,510477,0
510280,510467,0
510281,510480,0
510282,510480,0
510943,510468,6
510285,510286,0
510286,510471,0
510279,510995,0
510287,510994,0
510994,510290,0
510287,510875,0
510287,510487,2
510287,510487,1
510890,510290,1
510395,510290,2
510290,510491,2
510290,510491,1
510291,510891,0
510291,510488,2
510291,510488,1
510292,510294,0
510874,510287,0
510874,510875,0
510875,510293,0
510874,510961,0
510876,510877,0
510294,510339,0
510891,510301,0
510904,510301,0
510302,510303,0
510302,510961,0
510303,510900,0
510900,510308,0
510303,510336,0
510303,510393,0
510303,510498,0
510303,510496,0
510306,510370,0
510306,510501,0
510306,514345,0
510307,510370,0
510307,510392,0
510307,510393,0
510307,510302,0
510308,510392,0
510308,510504,1
510310,511190,0
510310,510320,0
510310,510400,0
510310,510508,0
510309,511205,0
510311,510315,0
510311,510992,0
510311,510991,0
510313,510320,0
510313,510396,0
510314,510889,0
510315,510510,0
510320,510309,0
510320,510314,0
511700,510320,0
511100,511206,0
510323,510960,0
510323,510519,1
510324,510325,0
510324,510959,0
510324,510521,0
510325,510393,0
510393,510616,0
510960,510616,0
510960,510522,0
510325,510522,0
510333,510323,0
510333,510520,0
510333,531964,0
510336,510393,1
510959,510393,2
510336,510525,0
510339,510340,0
510877,510341,0
510339,510530,1
510877,510530,0
510340,510532,0
510341,510532,0
510619,510346,0
510927,510352,0
510879,510372,0
510647,510620,0
510620,510347,0
510344,510351,0
510344,510541,0
510346,510542,0
510347,510542,0
510354,510348,0
510354,510886,0
510354,510534,2
510663,510665,0
510664,510665,0
532197,510354,0
532163,532198,0
510349,510535,1
510350,510352,0
510350,510541,0
510351,510545,0
510352,510545,0
510353,510356,0
510353,510547,0
510356,510548,6
510675,510548,0
532197,510369,0
532160,532198,0
532198,532197,1
532198,532197,2
510607,532182,0
510382,510587,0
510937,510391,0
510936,510390,0
510935,510384,0
510934,510383,0
510383,510390,0
510384,510391,0
510386,510614,0
510386,510385,0
510386,510610,0
510395,510610,0
510386,510412,0
510393,510594,1
510393,510594,2
510396,510970,0
510970,510971,0
510889,510971,0
510315,510609,0
510397,510609,0
510397,511207,0
510413,510428,0
510415,510440,0
510417,510438,0
510419,510423,0
510419,510565,0
510420,510423,0
510420,510566,0
510422,510420,0
510424,510428,0
510428,510453,0
510428,510454,0
510440,510597,0
510442,510597,2
510442,510597,1
510444,510511,0
510445,510511,0
510449,510454,0
510450,510428,0
510451,510428,0
510452,510439,0
510452,510584,0
510453,510583,0
510457,510442,0
510459,510456,0
510460,510590,0
510679,510482,0
510432,510416,0
510461,510978,0
510979,510416,0
510978,510979,0
510976,510977,0
510460,510976,0
510463,510456,0
510247,510683,0
510463,510459,0
510463,510590,0
510464,510495,0
510470,510462,0
510470,510477,2
510470,510477,1
510472,510475,0
510472,510475,2
510472,510605,2
510472,510605,1
510473,510478,2
510473,510478,1
510473,510570,2
510473,510570,1
510484,510591,0
510486,510489,0
510486,514340,0
510487,510458,0
510487,510491,0
510488,510462,0
510492,510497,0
510492,510499,0
510496,510498,0
510497,510595,0
510499,510595,0
510500,510596,0
510502,510596,0
510503,510595,0
510503,514335,0
510504,510503,1
510504,510503,2
510504,510505,0
510504,514341,0
510505,510595,0
510508,510506,0
510509,510508,0
510509,511009,1
510509,511009,2
510516,510441,0
510517,531008,0
510517,531012,0
510518,531007,0
510522,510519,0
510523,510520,0
510523,531030,0
510524,531042,0
510525,510429,0
510525,510594,0
510526,510528,0
510526,510594,0
510527,510594,0
510527,514336,0
510528,514358,0
510529,510531,0
510530,510531,1
510530,510001,0
510530,510002,0
510531,510530,2
510533,510569,0
510534,510968,0
510541,510434,0
510541,510511,0
532164,532185,0
532199,510546,0
510547,518517,0
510547,518525,0
510547,518527,0
510549,510602,0
510550,510602,0
510551,510514,0
510551,510602,0
510552,510506,0
510552,510602,2
510552,510602,1
510553,511199,0
510555,510520,0
510557,510600,0
510558,510569,0
510559,510570,0
510563,510564,0
510567,510568,0
510569,510570,0
510581,510582,0
510583,510584,0
510587,510585,0
510588,510586,0
510966,510909,0
510964,510965,0
510824,510963,0
510589,510590,1
510594,510496,0
510594,510504,0
511001,511204,0
511010,511185,0
511010,511204,0
511014,511025,0
511014,511016,0
511034,511033,0
511059,511060,0
511014,511185,0
511016,511031,0
511016,511018,1
511017,511014,2
511019,511020,2
511020,511015,1
511024,511026,0
511024,511071,0
511025,511074,0
511026,511074,0
511027,511071,0
511029,511071,0
511029,511224,0
511031,511224,0
511033,511027,0
511033,511224,2
511034,511014,0
511034,511224,1
511040,511075,0
511040,511215,0
511042,511076,0
511042,511713,0
511713,511215,0
511043,511067,0
511045,511057,0
511058,511063,0
511059,511067,0
511063,511240,0
511064,511065,0
511065,511189,0
511066,511189,0
511070,511223,0
511073,511212,0
511075,511060,0
511076,511059,0
511092,511093,0
511096,511211,0
511097,511020,0
511097,511213,0
511109,511113,0
511112,511188,0
511113,511137,0
511114,511112,0
511115,511113,0
511118,511138,0
511122,511126,0
511126,511135,0
511127,511123,0
511127,511135,0
511129,511130,1
511129,511130,2
511129,511135,1
511129,511135,2
511129,511135,3
511136,511135,0
511137,511188,0
511140,511158,0
511141,511159,0
511142,511144,0
511143,511145,0
511185,511015,1
511185,511224,0
511185,511017,2
511185,511018,1
511185,511019,2
511185,511199,1
511185,511199,2
511186,511185,1
511186,511185,2
511186,511206,0
511187,511188,0
511188,511119,0
511188,511225,0
511189,511196,0
511189,511197,0
511190,511191,0
511220,532416,0
532416,511190,0
511191,511001,0
511204,511198,0
511191,511203,0
511194,511154,0
511194,511157,0
511195,511156,0
511196,511702,0
511197,521610,0
511199,511016,0
511201,511142,0
511202,511143,0
511203,532177,0
511205,511186,0
511205,511204,0
511205,511220,0
511206,511040,0
511206,511042,0
511206,511220,0
511206,511224,2
511206,511224,1
511206,511228,0
511206,511700,0
511207,511208,1
511207,511208,2
511209,511706,0
511209,511707,0
511709,511706,0
511709,511707,0
511709,511711,0
511709,511708,0
511709,511710,0
511710,511207,0
511711,511712,0
511187,511712,0
510398,511708,0
511209,511711,0
511209,511710,0
511707,511211,0
511209,511708,0
511210,511709,0
511706,511211,0
511210,531966,0
511210,511209,0
511211,511093,0
511211,511109,0
511211,511114,0
511211,511115,0
511212,511207,0
511212,511213,1
511212,511213,3
511212,511213,2
511213,511118,0
511214,511073,0
511214,511212,0
511214,511222,0
511215,511217,0
511217,511043,0
511217,511057,0
511217,511058,1
511217,511058,2
511217,511064,0
511217,511066,0
511217,511070,0
511257,511192,0
511705,532176,0
511256,511193,0
511220,519559,0
519581,519552,0
519581,519559,0
511220,521601,0
511220,532169,0
511220,532171,0
511222,511136,0
511222,511187,0
511222,511223,1
511222,511223,2
511223,511119,0
511223,511122,0
511223,511123,0
511223,511138,0
511224,511270,0
511225,531078,0
511226,511092,0
511227,511140,0
511228,511073,0
511228,511074,2
511228,511074,1
511229,511141,0
511230,511096,0
511230,531020,0
511256,511705,0
511256,511257,0
511257,511258,0
511258,511240,0
511270,511271,0
526790,524703,0
526758,526790,0
526758,526800,1
526758,526800,2
526790,526107,2
526790,526107,1
526107,526025,0
526107,526024,0
526107,526029,0
526107,526028,0
526107,526027,0
526107,526026,0
526042,526107,2
526042,526107,1
510872,510349,0
510328,510534,0
510326,510328,0
510327,510328,0
510326,510348,0
510336,510959,0
510325,510960,0
510326,510327,0
510315,510327,0
510272,510623,0
510623,510412,0
510959,510525,0
510622,510624,0
510637,510639,0
510638,510639,0
510640,510642,3
510641,510642,0
510623,510625,0
510349,510345,0
510006,510008,5
510006,510008,4
531960,531961,0
517457,517461,3
527733,527832,0
527830,527702,0
527830,527740,0
527830,527733,0
527830,527738,0
527830,527741,0
527820,527741,0
527737,527741,0
527706,527741,0
527830,527739,0
527832,527739,0
527737,527832,0
527729,527830,0
527728,527830,0
527829,527830,1
527829,527830,2
531960,531984,0
527829,523662,0
527831,527829,0
527831,527832,2
527831,527832,1
527834,527835,2
527834,527835,1
527838,527839,2
527838,527839,1
527838,527839,3
527814,527838,0
527838,527834,0
516001,516414,2
516001,516414,1
516001,516002,2
516001,516002,1
516450,516001,1
516450,516401,0
524718,524719,0
514986,514355,0
530940,526758,0
524713,530940,0
330902,530940,0
531961,531985,0
531001,510555,0
531001,531020,0
531001,531028,0
251233,531955,0
531962,524713,1
531001,531029,0
531002,531003,1
531962,524713,2
531002,531003,2
251245,513325,0
531003,531008,0
531003,531012,0
531003,531022,0
531003,531035,0
531962,528860,0
531004,531026,0
531965,531011,0
531965,531010,0
531965,531987,0
531961,531987,0
531987,531004,0
531982,531049,2
531982,531049,1
531982,531961,2
531982,531961,1
251252,513319,0
531982,531986,0
531984,531019,0
531984,531961,0
531986,528863,0
532161,532160,2
532161,532162,1
532159,532160,0
532159,532162,0
532160,532162,0
532161,532159,3
532162,532163,0
531004,531027,0
531037,531004,0
531006,531024,0
531006,531027,0
531006,531036,0
531007,531022,0
531008,531023,0
531009,531025,0
531989,531990,0
531988,531990,0
531010,531024,0
531010,531037,1
531010,531037,2
531011,531013,0
531962,531087,0
531011,531025,0
531011,531032,0
531013,531014,0
531013,531032,0
531013,531034,0
531013,531037,2
531013,531037,1
531014,531060,0
531015,531016,0
531015,531034,0
531016,531005,0
531016,531021,0
531016,531060,0
531017,531037,0
531018,531037,0
531019,531033,0
531021,531017,0
531001,510554,0
531026,531030,0
531028,531075,0
531031,531037,0
531037,531027,0
330902,524713,0
531033,531018,0
531035,531029,0
531038,531042,0
531038,531048,0
330901,526047,0
330964,526046,0
330901,526045,0
531038,531057,0
531038,514380,1
531038,514380,2
531038,531059,0
531039,531041,0
531039,531057,0
531040,531013,0
531963,531967,0
531962,531967,2
531040,531059,0
531041,531013,0
531043,531011,0
531044,531045,0
531045,531047,0
531045,531050,0
531046,531049,0
531962,531967,1
531046,531085,0
531048,531047,0
531049,531051,0
531049,531052,0
531049,531053,0
532160,532165,2
532162,532197,1
532160,532197,2
532162,532165,1
532162,532181,1
532160,532181,2
529898,529882,0
529897,529899,0
531049,531058,0
531049,531062,0
531051,531054,0
531051,531056,0
531052,531055,0
531963,531964,0
531964,531966,0
531053,531061,0
531054,531043,0
531055,531016,0
531056,531016,0
531061,531063,0
531061,531065,0
531061,531066,0
531061,531068,0
531967,531966,0
251281,514359,0
529897,408526,0
529896,529882,0
251283,514355,1
529896,529342,0
251283,514355,2
529895,529875,1
529895,529875,2
531061,531069,0
531062,531068,0
531964,531001,0
531966,531001,0
531966,531965,0
531064,531063,0
531065,531050,0
529895,517453,0
529894,529892,0
529893,529873,2
529893,529873,1
529892,529354,0
529892,529352,0
531066,531044,0
531067,531061,0
531069,531064,0
531070,531080,1
531070,531080,2
531071,531080,0
531072,531019,0
531072,531080,0
531073,531071,0
531074,531081,0
531074,531085,0
531075,531077,0
531075,531078,0
531076,528851,0
531076,531073,0
531077,531080,0
531079,531005,0
251292,514017,0
531079,531071,0
531080,531082,0
531081,531086,0
531082,531071,0
531083,531064,0
531083,531074,0
531084,531058,0
531084,531074,0
531086,531071,0
531088,531061,0
531955,531061,1
531955,531061,2
531955,531982,0
531966,531984,0
251281,514343,0
251281,514346,0
513007,513305,0
513010,513318,0
513011,513601,0
513012,513602,0
513013,513055,0
513015,513041,0
513019,513314,0
513056,513015,0
513037,513016,0
513037,513020,0
513041,513315,0
513051,513014,0
513037,513056,0
513070,513315,0
513096,513329,0
513301,513631,0
516402,516004,0
516402,516003,0
513301,516003,0
513303,513001,0
513303,513008,0
513303,513011,0
513303,513012,0
513303,513013,0
513303,513014,0
513303,513017,0
513303,513019,0
513303,513043,0
513303,513619,0
513303,513620,0
513304,513303,0
513304,516410,0
513304,513307,0
513613,513304,0
513613,513307,0
513305,513635,0
513305,513008,0
513305,516004,0
513306,516406,0
513307,513303,0
513307,516454,0
513308,513309,0
513308,513313,0
513308,513317,0
513308,514334,0
513308,516410,0
513309,513327,0
513604,513307,0
513309,513328,0
513310,513302,0
513310,513625,0
513311,513302,0
513312,513310,0
513613,515370,1
513613,515370,2
513613,513312,0
513312,513602,0
513312,513615,0
513312,513629,0
513312,513630,0
513313,513007,0
513313,513703,0
513313,513710,0
513313,513711,0
513313,513730,0
513314,513016,0
513314,513017,0
513314,513020,0
513314,513043,0
513314,513095,0
513314,513315,0
513314,513322,0
513315,513010,0
513315,513073,0
513315,513085,0
513315,513095,0
513315,513096,0
513316,513711,0
513317,513309,0
513317,513313,0
513317,516454,0
513318,513316,0
513318,513322,0
513318,513329,0
513320,513322,0
513320,514348,0
513321,514342,0
513322,513070,0
513322,513319,0
513324,513073,0
513324,513085,0
513324,513316,0
513324,513710,0
513326,513717,0
513326,513725,0
513327,513326,0
513328,513326,0
513329,513321,0
513330,513305,0
513601,513312,0
513615,513310,0
513615,513636,0
513619,513310,0
513620,513302,0
513625,513626,0
513625,513638,0
513630,513631,0
513635,513001,0
513703,513306,0
513717,513718,0
513725,513325,0
513730,513326,0
514100,514141,0
514001,514158,2
514001,514158,1
514116,514001,0
514139,514154,0
514139,514360,0
514140,514155,0
514140,514360,0
514143,514336,0
514143,514339,0
514145,514395,0
514146,514395,0
514149,514146,0
514149,514150,0
514150,514145,0
514150,514175,0
514157,514100,0
514157,514339,0
514158,514160,0
514159,514161,0
514159,514339,0
514161,514160,0
514161,514339,0
514168,514189,0
514168,514170,0
514170,514823,1
514170,514823,2
514823,514348,0
514179,514350,0
514184,514357,0
514185,514357,0
514169,514188,0
514169,514170,0
514331,514395,2
514331,514395,1
514331,514154,0
514331,514155,0
514395,514189,0
514395,514360,0
514332,514812,0
514332,514817,0
514332,514832,0
514333,514817,0
514333,514818,0
514334,514337,0
514334,514348,0
514987,514334,0
514394,514987,0
514334,514802,0
514166,514347,2
514166,514347,1
514335,514166,0
514337,514332,0
514340,514985,0
514341,514972,0
514342,514348,0
514342,514805,0
514344,513311,0
514344,514175,0
514345,514980,0
514345,514982,0
514347,514350,0
514348,514805,0
514348,514811,0
514348,514820,0
514349,514339,2
514394,514395,2
514394,514395,1
514349,514339,1
514350,514178,0
514351,514365,0
514351,514977,0
514351,514985,0
514352,514341,0
514352,514351,0
514352,514363,2
514352,514363,1
514353,514820,0
514353,514826,0
514354,514349,1
514354,514349,2
514354,514357,3
514354,514357,4
514354,514394,2
514394,514334,0
514354,514394,1
514354,514364,0
514355,514354,1
514355,514354,2
514355,514357,5
514355,516411,0
514356,514355,6
514356,514355,7
514357,514120,0
514120,514001,0
514395,514118,0
514395,514117,0
514119,514001,0
514357,514119,0
514357,514178,0
514357,514179,0
514357,514347,0
514358,514350,0
514359,514015,0
514359,514016,0
514359,514362,0
514362,514849,0
514359,514859,0
514360,514188,0
514161,514100,0
514362,514346,0
514362,514343,0
514362,514826,0
514362,514016,0
514363,514344,0
514364,514345,0
514364,514363,0
514802,514348,0
514811,514812,0
514818,514832,0
514822,514141,0
514822,514849,0
514823,514848,0
514848,514348,0
514859,514017,0
514972,514977,0
514980,514351,0
514982,514351,0
515001,515381,0
515001,515382,0
515002,515381,0
515002,515382,0
515003,515396,0
515004,515396,0
515005,515007,0
515005,515008,0
515006,515379,0
515007,515379,0
515009,515383,0
515010,515011,0
515019,515018,0
515019,515369,0
515369,515372,0
515022,515380,0
515022,515381,0
515023,515380,0
515023,515381,0
515024,515376,0
515024,515380,0
515025,515376,0
515025,515380,0
515026,515380,0
515026,515396,0
515027,515380,0
515027,515396,0
515030,515029,0
515030,515040,0
515031,515033,0
515033,515391,0
515034,515032,0
515034,515391,0
515035,515036,0
515037,515039,0
515036,515038,0
515038,515392,0
515039,515392,0
515366,529871,0
515366,529881,0
515366,529883,0
515366,529889,0
515367,515368,2
515367,515368,1
515367,516403,0
515368,515012,0
515368,515013,0
515368,515014,0
515368,515015,0
515370,515391,1
515370,515391,2
515369,516402,0
515371,515017,0
515371,515369,0
515372,516402,0
515373,515031,0
515373,515369,1
515373,515369,2
515373,515032,0
515374,515370,0
515374,515373,2
515374,515373,1
515374,515373,3
515400,515374,1
515400,515382,0
515400,515374,2
515400,515367,0
515374,515397,0
515374,516454,0
515375,515040,0
515378,515366,2
515360,515366,0
515378,515366,1
515378,515376,0
515378,515388,0
515378,515395,0
515379,515009,0
515379,515005,0
515379,515010,0
515381,515020,0
515381,515021,0
515383,515011,0
515383,515017,0
515383,515018,0
515383,515373,1
515383,515373,2
515383,515373,3
515383,515384,0
515384,515006,0
515384,515008,0
515384,515012,0
515384,515013,0
515384,515020,0
515384,515021,0
515385,515014,0
515385,515015,0
515385,515016,0
515385,515386,0
515386,515365,0
515387,515375,1
515387,515375,2
515387,515397,0
515389,514345,0
515389,515370,0
515389,515392,1
515389,515392,2
515390,514365,0
515390,515392,0
515391,515035,0
515391,515037,0
515392,514351,0
515394,515028,0
515394,515030,0
515394,515398,0
515395,515003,0
515395,515004,0
515395,515387,0
515395,515388,0
515395,515397,0
515396,515394,2
515396,515394,1
515397,510292,2
515397,510292,1
515398,517400,0
515399,515016,0
515399,516426,0
516403,516418,0
516403,516422,0
516405,516417,1
516405,516417,2
516406,516428,0
516407,516405,1
516407,516405,2
516407,516408,0
516408,516416,1
516408,516416,2
516410,516403,0
516410,516407,0
516454,516422,0
516411,510108,0
516410,516451,0
516454,516451,0
516410,516454,0
516411,516452,0
516411,516453,0
516411,251278,0
251231,516411,0
516411,516401,0
516411,516410,4
516411,516454,2
516412,516439,0
516412,529866,0
516414,516431,0
516415,251241,0
516415,516414,0
516416,516429,0
516417,516421,0
516418,516402,1
516418,516402,2
516418,516404,2
516418,516404,1
516419,516405,0
516422,516418,0
516422,516445,0
516424,516417,0
516424,516425,0
516425,516428,0
516426,516409,0
516426,529906,0
529879,529906,0
529017,529906,0
516426,516427,0
516427,516409,0
516428,516423,0
516428,516448,0
516429,516430,0
516430,516427,0
516431,516432,0
516433,516416,0
516433,516427,0
516434,516416,0
516434,516427,0
516435,516416,0
516435,516437,0
516436,516416,0
516436,516437,0
516437,516414,1
516437,516414,2
516437,516420,0
516438,516414,1
516438,516414,2
516438,516440,0
516438,516441,0
516439,516432,0
516440,516413,0
516441,516413,0
516442,516413,0
516443,516412,0
516443,516442,0
516444,516404,0
516444,516421,0
516445,516408,0
516445,516427,1
516445,516427,2
516446,516426,0
516446,516427,0
516447,516420,0
516447,516423,0
516448,516427,0
516449,516404,0
516449,516419,0
510001,517483,0
510002,517490,0
517004,517105,0
517004,517187,0
517004,517485,0
517012,517469,0
517013,517461,0
517014,517461,0
517017,517461,0
517017,517471,0
517018,517461,0
517018,517471,0
517019,517012,0
517019,517461,0
517021,517023,0
517023,517460,0
517024,517020,0
517024,517460,0
517025,517474,0
517026,517474,0
517031,517034,0
517032,517035,0
517035,517034,0
517043,517034,0
517043,517035,0
517054,517043,0
517054,517168,0
517059,517461,0
517060,517043,0
517074,517465,0
517076,517074,0
517076,517467,0
517078,517470,0
517079,517461,0
517081,517083,0
517082,517080,0
517083,517464,0
517084,517461,0
517085,517080,0
517091,517118,1
517095,517091,0
517095,517462,0
517098,517079,0
517098,517084,0
517098,517099,0
517099,517091,0
517100,517459,0
517101,517459,0
517103,517187,0
517103,517459,0
517105,517459,0
517107,517459,0
517108,517460,0
517110,517100,0
517110,517101,0
517110,517111,0
517114,517111,0
517114,517469,0
517118,517091,2
517118,517463,0
517119,517123,0
517119,517461,0
517123,517157,0
517123,517158,0
517148,517482,0
517157,517469,0
517158,517469,0
517164,517061,0
517164,517171,0
517165,517060,0
517167,517054,0
517168,517117,0
517168,517169,0
517168,517170,0
517169,517165,0
517170,517164,0
517172,517174,0
517173,517174,0
517174,517175,0
517175,517072,0
517176,517456,0
517177,517456,0
517180,517461,0
517183,517184,0
517183,517185,0
517184,517474,0
517185,517474,0
517187,517484,0
517400,517479,0
517451,517452,2
517451,517452,1
517451,517492,3
517451,517457,2
517451,517457,1
517451,517491,0
517452,510871,1
517452,510274,2
517492,510339,1
517492,510877,2
517453,510006,0
517453,510011,0
517453,517492,2
517453,517452,1
517454,510005,0
517473,510670,0
517454,517453,0
517454,517473,0
517455,517469,1
517455,517469,2
517455,517478,0
517456,517488,0
517456,517489,0
517457,517461,2
517457,517461,4
517457,517461,1
517458,517459,2
517458,517459,1
517458,517475,0
517459,517020,0
517459,517021,0
517460,517025,0
517460,517026,0
517461,517031,0
517461,517032,0
517461,517077,0
517461,517117,0
517461,517167,0
517461,517176,0
517461,517177,0
517462,517059,0
517462,517180,0
517462,517183,0
517463,517464,0
517465,517072,0
517466,517085,0
517467,517078,0
517467,517081,0
517467,517082,0
517468,517467,1
511214,511215,0
517468,517467,2
517468,517476,1
517468,518512,1
517468,518512,2
517469,517479,0
517470,518526,0
517471,517034,0
517471,517035,0
517471,517043,0
517471,517060,0
517471,517172,0
517471,517173,0
517473,403999,0
529901,403061,0
517473,514356,0
517473,517472,0
517475,517457,0
517475,517472,2
517475,517472,1
517475,517474,1
517475,517474,2
517476,517464,0
517477,517465,1
517477,517465,2
517477,517468,0
517478,517148,1
517478,517148,2
517478,517492,0
517481,510531,0
517484,404013,0
517485,404013,0
517488,510605,0
517489,510605,0
518003,518011,0
518006,518514,0
518007,518514,0
518010,518002,0
518010,518011,0
518013,518507,0
518014,518507,0
518015,518524,0
518018,518524,0
518027,518515,0
518028,518515,0
518033,518013,0
518034,518014,0
518046,518021,0
518047,518022,0
518192,518913,0
518194,518012,0
518307,518027,0
518309,518308,0
518311,518632,0
518319,518631,0
518320,518016,0
518335,518323,0
518335,518526,0
518336,518324,0
518337,518520,1
518338,518520,2
518501,518301,0
518501,518317,0
518501,518329,0
518501,518330,0
518501,518627,0
518502,518615,0
518502,518631,0
518502,518632,0
518503,518304,0
518503,518308,0
518503,518313,0
518503,518319,0
518503,518323,0
518503,518324,0
518503,518504,1
518503,518504,2
518504,518311,0
518504,518314,0
518504,518329,0
518504,518330,0
518506,518529,2
518506,518529,1
518507,518012,0
518507,518015,0
518507,518018,0
518507,518508,0
518508,701980,0
518509,706935,0
518509,518510,3
518509,518339,1
518509,518511,4
518509,518511,2
518509,518528,0
518510,518516,0
518339,518532,0
518339,518541,0
518510,518542,0
518511,518010,0
518511,518011,0
518511,518033,0
518511,518034,0
518511,518191,0
518511,518192,0
518511,518194,0
518512,518541,0
518512,518542,0
518512,518545,0
518513,518530,1
518513,518531,0
518530,518531,0
518513,531967,0
518513,532161,0
518514,518021,0
518514,518022,0
518514,518511,1
518514,518511,2
518515,518002,0
518515,518003,0
518515,518006,0
518515,518007,0
518515,518046,0
518515,518047,0
518516,518514,0
518517,518622,0
518520,518304,0
518520,518307,0
518520,518309,0
518520,518320,0
518520,518321,0
518520,518522,0
518521,518525,0
518521,518527,0
518521,518609,0
518522,518028,0
518524,518016,0
518526,518336,0
518528,706940,0
518528,518529,1
518528,518529,2
518530,518528,2
518530,518528,1
518532,518504,0
518532,532169,0
518535,518536,2
518535,518536,1
518536,518603,0
518536,518608,0
518536,518610,0
518536,518620,0
518536,518622,0
518540,706965,0
518540,518513,3
518540,518513,4
518540,519554,0
518541,518543,0
518542,518543,0
518543,518337,1
518543,518338,2
518545,518526,2
518545,518526,1
518545,518535,0
518603,518604,0
518604,518521,0
518606,518521,0
518607,518609,1
518608,518606,0
518610,518502,0
518615,518607,0
518615,518616,0
518616,518627,0
518620,518502,0
518902,518191,0
518902,518529,0
518913,518529,0
519002,519001,0
519002,519004,0
519004,519009,0
519005,519548,0
519006,519571,0
519008,519572,0
519010,519553,0
519011,519030,2
519011,519573,1
519011,519573,2
519012,519026,0
519012,519565,0
519014,519013,0
511047,511046,0
519014,519567,0
519015,519573,0
519029,519573,0
519016,519017,0
519016,519562,0
519018,519012,0
519019,519012,0
519020,519573,0
519021,519573,0
519022,519018,0
519023,519019,0
519024,519014,0
519025,519014,0
519030,519011,1
511060,511047,0
519035,519036,0
519037,519032,0
519037,519039,0
519037,519553,0
519038,519033,0
519038,519039,0
519038,519553,0
519039,519558,1
519039,519558,2
519546,519547,1
519547,519005,0
519547,519548,0
519547,519571,2
519547,519571,1
519549,519565,0
519550,519551,2
519550,519551,1
519551,519011,1
519551,519011,2
519551,519026,1
519551,519026,2
519552,519553,1
519552,519553,2
519552,519559,0
519553,519015,0
519553,519024,0
519553,519025,0
519553,519029,0
519554,519555,5
519554,519555,6
519554,523675,0
519555,519556,3
519580,519581,2
519580,519581,1
519555,519044,4
519556,519546,0
519044,519556,0
519044,519550,0
519550,519581,0
519044,519552,2
519556,519552,1
519044,519557,2
519556,519557,1
519044,519574,0
519556,523651,0
519557,519010,0
519557,519022,0
519557,519023,0
519557,519027,0
519557,519031,0
519557,519553,0
531964,531985,0
519559,519560,2
519559,519560,1
519560,519561,0
519560,519017,0
519560,519020,0
519560,519021,0
519560,519549,2
519560,519549,1
519561,532172,0
519561,519562,0
519562,532172,0
519564,519035,0
519564,521615,0
518506,518928,0
519566,519558,2
519566,519558,1
519567,518529,0
519567,519013,0
519568,519549,0
519568,519563,0
519569,519002,0
519570,519008,0
519571,519007,0
519572,519001,0
519574,519547,2
519575,701948,0
519575,519003,0
518928,518301,0
518529,518317,0
529901,529900,1
529901,529900,2
529880,529900,0
529895,529900,0
517473,529901,0
402111,529023,0
529022,529023,0
