number,name
803013,SIRGALA_I
803014,SIRGALA_II
803020,AHTME_I
803021,AHTME_II
803022,AIDU_I
803023,AIDU_II
803024,ALAJOE
803025,ALAJOE_HP
803026,ALUTAGUSE
803028,ASERI_I
803029,ASERI_II
803030,AUVERE
803031,AUVERE
803032,AUVERE
803033,EESTI_EJ_1TR
803034,EESTI_EJ_OT
803035,ESTONIA-POHJ
803037,HALJALA_HP
803038,HALJALA
803039,JAGALA_HEJ
803040,JAGALA_HP
803041,JAOSK_3A
803042,JAOSK_3B
803043,JAOSK_HP
803044,JAOSK_1-2
803045,KADRINA
803047,KIIKLA
803049,KOLGA
803051,KONSU_I
803052,KONSU_II
803053,KUNDA
803055,KUUSALU
803057,LIIVA
803058,IRU_1S2
803059,LOKSA
803061,LVT_L190
803062,MVT_L125
803063,MVT_L191
803064,ORU_I
803065,ORU_II
803066,PARGI
803068,PTK_I
803069,PTK_II
803070,RAK-POHJ_C2T
803071,RAK-POHJ_HP
803072,ROELA
803073,ROELA HP
803075,RAK-POHJ_C1T
803076,SILLAMAE_HP
803084,UHTNA
803085,UHTNA_HP
803087,VAIKE-MAARJA
803089,VIITNA
803091,VIRU-NIGULA
803093,VOSU
803200,ELEKTRIJ_I
803201,ELEKTRIJ_II
803202,ENDLA_I
803203,ENDLA_II
803204,IDA_I
803205,IDA_II
803206,IRU_1S1
803208,JARVE_I
803209,JARVE_II
803210,JARVEKYLA
803212,JYRI_I
803213,JYRI_II
803214,KADAKA_I
803215,KADAKA_II
803216,L012_8012_HP
803217,L004_004K_HP
803218,KALLAVERE_I
803219,KALLAVERE_II
803220,KEILA_I
803221,KEILA_II
803222,KIVIMAE_II
803223,KIVIMAE_I
803224,KOPLI
803226,LAAGRI_I
803227,LAAGRI_II
803228,LASNAMAE_I
803229,LASNAMAE_II
803230,LOO_C1T
803231,LOO_C2T
803232,M_SADAMA_C1T
803233,M_SADAMA_C2T
803234,L166_MAE_LP
803235,L168_MAE_LP
803236,PALDISKI_I
803237,PALDISKI_II
803238,PALJASSAARE
803240,RANNA_I
803241,RANNA_II
803242,RUMA
803243,RUMA_HP
803244,RUMMU_I
803245,RUMMU_II
803246,SADAMA_HP
803247,TABASALU_I
803248,TABASALU_II
803249,L112_HP
803250,L111_HP
803251,TONISMAE_I
803252,TONISMAE_II
803253,TOPI_I
803254,TOPI_II
803257,VAO_CHP
803258,VESKIMET_I
803259,VESKIMET_II
803260,VIIMSI_C1T
803261,VIIMSI_C2T
803262,VOLTA_I
803263,VOLTA_II
803264,YLEMISTE_I
803265,YLEMISTE_II
803350,ARAVETE
803352,AUDRU
803354,AULEPA_I
803355,AULEPA_II
803357,ELLAMAA
803359,HAAPSALU_I
803360,HAAPSALU_II
803361,IMAVERE
803363,JARVAKANDI
803365,JOGEVA
803367,KABLI
803369,KANTKULA
803371,KEHRA_I
803372,KEHRA_II
803373,KEHTNA
803375,KILINGI-NOMM
803377,KOHILA
803379,KOIGI
803381,KULLAMAA
803383,L105C_VL
803384,LIHULA2
803386,LOPE
803388,MARTNA
803390,PARNU_CHP
803392,METSAK_I
803393,METSAK_II
803395,NOVA
803397,PAIKUSE_HP
803399,PAPINIIDU_I
803400,PAPINIIDU_II
803401,P-JAAGUPI_HP
803402,P-JAAGUPI
803404,PODRA
803406,POLTSAMAA
803408,RAASIKU_HP
803409,RAASIKU_HP
803410,RAASIKU_II
803411,RAASIKU_I
803412,RAAS-VEO_HP
803413,RAAS-VEO_HP
803414,RAAS-VEO_I
803415,RAAS-VEO_II
803416,RAPLA
803418,REINU
803420,REINU_HP
803421,RISTI
803423,ROOSNA-ALLIK
803427,SUURE-JAANI
803429,TAEBLA
803431,TAPA
803435,TYRI_HP_C1T
803436,TYRI_HP_C2T
803437,VALGU
803439,VANDRA
803441,VIGALA
803443,VILJANDI_II
803444,VILJANDI_I
803602,BALTI_I
803603,TARTU_1S1
803604,TSIRGULIINA
803605,PYSSI_I
803606,RAKVERE_I
803607,HARKU_I
803608,KIISA_I
803609,PAIDE_I
803610,SINDI
803611,ARUKYLA_I
803612,BALTI_II
803613,TARTU_1S2
803614,TSIRGU_II
803615,PYSSI_II
803616,RAKVERE_II
803617,HARKU_II
803618,KIISA_II
803619,PAIDE_II
803621,ARUKYLA_II
803700,ABJA
803702,ALATSKIVI
803704,ANNE_CHP
803705,ANNE_I
803706,ANNE_II
803707,ELVA
803709,EMAJOE_1S1
803710,EMAJOE_1S2
803711,KANEPI
803713,KUUSTE
803715,L104B_VL
803716,L130A_VL
803717,LINDA
803719,M13
803720,MAARITSA
803722,MONISTE
803724,MUSTVEE
803726,OIU
803728,OTEPAA
803730,POLVA
803732,PUHJA
803734,RONGU
803736,ROUGE
803738,RUUSA
803740,RUUSMAE
803742,SAARE
803744,SOMERPALU
803746,SOO
803748,TOOSTUSE
803750,TORVA_I
803751,TORVA_II
803752,VALGA_I
803753,VALGA_II
803754,VOLDI
803756,VOLDI_HP
803757,VORU_I
803758,VORU_II
803759,YLEJOE_1S1
803760,YLEJOE_1S2
806648,TARTU_330
806604,TSIRGUL_330
806605,PYSSI_330
806606,RAKVERE_330
806607,HARKU_330
806608,KIISA_330
806609,PAIDE_330
806610,SINDI_330
806633,ESTLINK_I_330
806634,ESTLINK_II
806643,VIRU_330
806644,BALTI_330
806650,BALTI_A1T
806651,BALTI_A2T
806652,TARTU_A1T
806653,TARTU_A2T
806654,TSIRGUL_A1T
806656,PYSSI_A3T
806657,PYSSI_A4T
806658,RAKV_A1T
806660,HARKU_A1T
806661,HARKU_A2T
806662,KIISA_A1T
806663,KIISA_A3T
806664,PAIDE_A1T
806665,PAIDE_A2T
806666,SINDI_A1T
806670,PYSSI_A5T
806671,KIISA_A2T
807001,EESTI_G1
807002,EESTI_G2
807003,EESTI_G3
807004,EESTI_G4
807005,EESTI_G5
807006,EESTI_G6
807007,EESTI_G7
807008,EESTI_G8
807009,BALTI_G9
807010,BALTI_G10
807011,BALTI_G11
807012,BALTI_G12
807015,IRU_TG1
807016,IRU_TG2
807018,VAO_CHP
807030,ANNE_CHP
807031,PARNU_CHP
807054,TP_AULEPA_I
807055,TP_AULEPA_II
807085,TP_VI-NIGULA
807150,BALTI_R1
807151,BALTI_R2R3
807152,TARTU_R1
807153,TARTU_R2
807154,TSIRGUL_R
807156,PYSSI_R3
807158,RAKVERE_R1
807160,HARKU_R1
807161,HARKU_R2R3
807162,KIISA_R1
807163,KIISA_R3
807164,PAIDE_R1
807165,PAIDE_R2
807166,SINDI_R1
807170,PYSSI_R5
807211,ARUK_20KV_I
807221,ARUK_20KV_II
807605,PYSSI_220
807608,KIISA_220
807611,ARUKYLA_330
807652,ARUK_D1T
807653,ARUK_D2T
806884,Битенай 2СШ
808630,LV.Reak_130
808306,LV.Reak_6
867340,LV.VISKL_2
806852,PANEVZY2
805503,PANEV3
867160,LV.VENTSP
808460,LV.Reak160
808808,LV.TEC2.GG2
806881,Битенай 1СШ
806833,NORDBALT (Швеция
806863,LITPOL LINK (Пол
806840,Шиша
805191,GEISIU VE
805474,KABALDIKU VE
805346,STREPEIKIU VE
805344,BITENAI 110
809188,GEISIAI
867151,LV.Tume
806667,SOPI_330
806649,KILINGI-NOMM
903025,ЭГРЭС-1
903026,ЭК.1150
903028,ЭГРЭС-2
903029,ОРУ ЭГРЭС-2
903030,ЕГРЭС
903031,ЕГРЭС500
903032,ЕГРЭС
903033,ЕГРЭС220
903034,ЕГРЭС
903035,ЕГРЭС110
903036,КАЛКАМАН
903037,НС-7
903038,ПС ЭКИБ
903039,ЭГРЭС1-220
903040,ПТЭЦ 1
903041,ПС ПАВЛОД.
903042,ПТЭЦ 2
903043,ПТЭЦ 2
903044,Маралды
903045,ПТЭЦ 3
903047,ПС ЛЕНИНСКАЯ
903048,ПС ВОСТОЧНАЯ
903049,ПС ПРОМЫШЛ.
903050,ЭГРЭС1
903051,ЭГРЭС1
903052,НС-12
903053,ЭЭПК
903054,ЦРМЗ
903055,АЗФ
903056,СТРОИТ.-2
903057,БГОК
903058,УЛЕНТЫ
903060,ЭГРЭС-2
903101,ШЕПТЫКУЛЬ
903123,ЖОЛЫМБЕТ
903124,ЦГПП-110
903125,ШОРТАНДЫ
903126,КУР.БОРОВ.
903129,ЦГПП-500
903130,ЦГПП-220
903132,ДЖАЛТЫРЬ
903134,АГПП-220
903135,КГПП-220
903136,КИЯЛЫ
903137,ЦЕЛИННАЯ
903140,ТГ-1-5-ПТЭЦ
903141,ТГ-6-7ПТЭЦ
903142,ПТЭЦ-2-110
903143,ПТЭЦ-2-220
903144,ПТЭЦ-2-220
903145,АВРОРА-500
903146,БУЛАЕВО
903148,АВРОРА-220
903149,КОНДРАТОВКА
903150,МАКИНСК
903151,СТЕПНАЯ
903152,СЕРГЕЕВКА
903153,ЯНКО
903156,УГОЛКИ
903157,КУЙБЫШЕВСКАЯ
903158,КУЙБЫШЕВСКАЯ
903159,КРАСНОАР.
903160,СИБИРЬ
903161,СИБИРЬ
903162,ТАСТАК
903163,ИРЧЕНКО
903164,ЖАКСЫ
903165,ОП-80
903166,ЕРМЕТАУ
903167,ЕРКЕНШЕЛИК
903168,ЦТЭЦ-2-110
903169,САРЫ-ОБА
903170,ЕСИЛЬ-220
903171,ЕСИЛЬ-110
903172,ПЕРЕКАТНАЯ
903173,БУРАН-220
903175,КОКЧЕТАВ500
903176,КОКЧЕТАВ220
903178,ЕЛЬТАЙ
903179,ТАНКЕРИС
903180,ЕСИЛЬ-500
903181,СТЕПНАЯ-110
903182,ТЭЦЦГХК
903183,ТЭЦЦГХК
903184,ЦТЭЦ
903185,ТИМИРЯЗЕВО
903201,БГЭС
903202,БГЭС
903203,БГЭС-110
903204,БГЭС-220
903205,УКГЭС
903206,УКГЭС-110
903207,УКТЭЦ
903208,УКТЭЦ-110
903210,ПС-7
903214,ПС-14
903215,ПС-7
903216,ПС-11
903217,ПС-15
903218,ПС-18
903219,ПС-4
903220,ШГЭС-220
903221,ШГЭС
903222,ЖГОК
903225,Жескент220
903226,Жескент110
903240,УК-500
903241,УК-220
903242,ПС-ТМК
903243,ТМК
903251,ПС-51
903301,ГPЭС2-110
903302,ГРЭС2-ТГ234
903303,ГРЭС2-ТГ56
903304,ГРЭС2-ТГ78
903305,ГРЭС2-0АТ56
903306,OCAKAPOBКА
903307,HC-17
903308,CAPAHЬ-220
903309,НС-19
903310,НУРА-220
903311,ШАХАН
903312,КЗЫЛ
903313,ТТЭЦ
903325,HУРА-500
903355,ГРЭС2-220
903370,КАРАГАНДА
903371,H-ГOPOД
903372,САНТЕХНИЧ
903376,ТЭЦ2-ЗРУ110
903378,ТЭЦ3-ТГ4
903379,ТЭЦ3-0АТ2
903380,TЭЦ3-ТГ123
903381,TЭЦ3-110
903382,ТЭЦ3-220-2
903383,TЭЦ3-220-1
903384,METAЛ-220
903385,METAЛ-110
903386,TЭЦ2-ТГ12
903387,ГПП-1
903388,TЭЦ1КМК
903389,ACTAXOBKА
903390,ГPЭС1-6
903393,ГPЭС1-110
903394,CAPAHЬ-110
903396,ТЭЦ2-ТГ34
903450,К-МУРУН
903451,ЖAPЫK
903452,АЙСА
903453,Ж-APKА
903454,БАРСЕНГИР
903455,КУМК-110
903456,КУМК-35
903457,КАЙРАКТЫ
903460,ЖТЭЦ-6
903461,НИКОЛ-110
903462,ЖТЭЦ-110
903463,ЖТЭЦ-220
903464,НИКОЛ-220
903465,KAPAЖAЛ
903466,ЖЕЗК-220
903467,КУМК-220
903468,AГAД-220
903469,AГAД-500
903470,БTЭЦ-10
903471,БTЭЦ-110
903472,БAЛXАШ-110
903473,БAЛXАШ-220
903474,AKЧATAУ
903475,MOИHTЫ
903476,К-ЖИНГИЛ
903477,С-ШАГАН
903478,ПС-5А
903480,ЖЕЗК-500
903543,Кара-Оба
903544,Баталы
903546,САРЫ-УЗЕНЬ
903547,ВОСТОЧНАЯ
903548,ВОСТОЧНАЯ
903556,Приуральск.
903568,Станционная
903571,КУШМУРУН
903572,А.-КАРАГАЙ
903573,АПАНОВКА
903574,ЛИСАК.220
903575,СОК.220
903576,СОКОЛ.500
903577,Житикара
903578,ДЖЕТЫГ.110
903579,ЛИСАК.110
903581,ТОБОЛ
903582,КАЧАРЫ
903583,ГЛЕБОВКА
903585,ЧЕЛГАШИ
903590,ПС.КТ.1150
903592,ПС.КТ.1150
903593,ПС.ЦЕНТ.
903594,ССГПО
903595,ПРИУР.
903596,ЗАРЕЧНАЯ
903900,ЮКГРЭС-500
903924,МЫН-АРАЛ
901790,Ульке500
901764,Кимперсай
901766,Актюбинск
901777,Ульке220
901778,Яйсан
901779,Щербаковская
905982,ГПП-2
901780,Акжар
903358,Семей 500
903359,Семей 220
903970,Актогай-500
903971,Талдыкорган-500
903972,Алма-500
903973,Алматы-500
903975,ШУ-500
1000795,Московка-110
1000794,ПС 220 кВ Лузино
1000793,Московка-220
1000792,Лузино-220
1000791,ОТЭЦ-4-110 (+ТЭЦ
1000789,Густафьево
1000788,ОТЭЦ-4-220
1000787,Валерино
1000786,Петрушенко
1000785,Н-Кормиловка
1000784,Нефтезаводская
1000783,Таврическая-500
1000782,Ульяновская-220
1000781,Ульяновская-110
1000778,ОТЭЦ-5 (ТГ5)
1000780,"ОТЭЦ-5 (+ТЭЦТУ,О"
1000771,пт Т4-Т3 1
1000796,ОТЭЦ-3
1000776,Загородная-110
1000775,Загородная-220
1000774,ПС 2529
1000773,ПС 2546
1000769,ПС 220 кВ Называ
1000770,Мангут-Т
1000768,ПС 220 кВ Называ
1000767,Драгунская
1000733,пт С-62
1000732,пт С-61
1000731,пт С-20
1000730,пт С-19
1000718,Весенняя
1000717,Ароматика
1000716,Иртышская-220
1000715,Иртышская-500
1000714,Юбилейная
1000759,ПС 110 кВ Кировс
1000758,ПС 110 кВ Кировс
1000757,ПС 110 кВ Соснов
1000756,ПС 110 кВ Соснов
1000755,ПС 110 кВ Одесск
1000754,ПС 110 кВ Тумано
1000753,ПС 110 кВ Сельск
1000752,ПС 110 кВ Сельск
1000751,ПС 110 кВ Исильк
1000750,ПС 110 кВ Озеро
1000749,ПС 110 кВ Кухаре
1000748,ПС 110 кВ Куянба
1000747,ПС 110 кВ Ольгин
1000746,ПС 110 кВ Москал
1000745,ПС 110 кВ Помури
1000744,ПС 110 кВ Пикетн
1000743,ПС 110 кВ Татьян
1000742,ПС 110 кВ Мариан
1000741,ПС 110 кВ Алонск
1000740,ПС 110 кВ Лузино
1000713,ПС 110 кВ Москал
1000712,ПС 110 кВ Ново-У
1000711,ПС 500 кВ Иртышс
1000710,ПС 110 кВ Стрела
1000709,Жатва
1000772,пт Т4-Т3 2
1000720,Восход-500
1000719,Юнино
1000722,Восход-220
1000798,Октябрьская-110
1000799,Таврическая-220
1000701,Орехово
1000700,Усть-Ишим
1003176,Казахстан (Юнино
1000548,Рубцовская-500
1000545,Алтай
1000694,Барабинская-500
1000671,Татарская-220
1000670,Татарская-110
1000696,Новосибирскэнерг
1000526,Ельцовка
1000672,Барабинская ТЭЦ
1000630,Новосибирская ТЭ
1000629,Новосибирская ТЭ
1000695,ГРУ Новосибирско
1000693,Кировская-110
1000692,Татарская АТ2
1000691,Мостовая-110
1000690,Татарская АТ1
1000689,Васхнил-2
1000688,Васхнил-1
1000686,Электродная
1000685,Отп. Электрод
1000684,Сузун
1000683,Краснозерская
1000682,Зубково
1000681,Районная
1000680,Урожай
1000679,Южная-110
1000678,Южная-220
1000677,Дружная-110
1000676,Тулинская-220
1000675,Чаны
1000674,Дружная-220
1000673,НТЭЦ-3-220
1000669,Барабинская-220
1000668,Барабинская ТЭЦ
1000667,Барабинская ТЭЦ
1000666,Кокошино-110
1000665,Груздевка-110
1000664,Чулымская-110
1000663,Тебисская
1000662,Чулымская-220
1000661,НГЭС-220
1000658,НГЭС-110 (ГГ-1-7
1000657,Научная-110
1000656,Искитим
1000655,НГЭС-110
1000654,НТЭЦ-4
1000653,Северная
1000652,НТЭЦ-3-110
1000651,Тулинская-110
1000650,НТЭЦ-3-110 (ТГ-1
1000649,Колывань
1000648,Текстильная
1000647,Новосибирская ТЭ
1000646,Заря-500
1000645,Заря-220
1000644,Восточная-220 (Т
1000643,Моховая
1000642,Ояш
1000641,Восточная-110 (Т
1000640,Инская
1000639,Мурлыткино
1000638,Заря-16 (АТ-2)
1000637,Отрадная-110
1000636,Отрадная-220
1000635,Правобереж-110
1000634,Правобереж-220
1000633,Заря-СТК1
1000631,Восточная-110 (3
1000628,Барышево
1000627,Научная-220
1000614,ПП Библиотечный_
1000613,ПП Библиотечный_
1000608,Кочки
1000607,Ордынская
1000603,НТЭЦ-5 (4Г)_шгн
1000602,НТЭЦ-5 (3Г)_шгн
1000601,Заря-АТ2
1000600,Заря-АТ1
1000581,Троицкая
1000580,Тягун
1000579,Власиха-110
1000578,Власиха-220
1000577,Южная-220
1000576,Южная
1000575,Рубцовская-220
1000574,Горняк-220
1000573,Горняк-110
1000572,Алейская
1000584,Петропавловская
1000583,Курьинская
1000571,Поспелихинская
1000570,ПС 110 кВ Северн
1000547,Барнаульская-220
1000546,Барнаульская-500
1000544,Отпайки между БТ
1000543,Отпайки между БТ
1000542,Бийская ТЭЦ-1 СШ
1000541,Опорная
1000539,БарнТЭЦ-3
1000538,ГПП-4
1000537,У-Тальменка
1000536,Чесноковская-110
1000534,БарнТЭЦ-2
1000533,Бийская ТЭЦ-1 (С
1000502,ТЭЦ Бийскэнерго
1000532,Бийская ТЭЦ-1 СШ
1000501,Бийская ТЭЦ-1 ТГ
1000531,БийРПП-110
1000530,БийРПП-220
1000529,Чесноковская-220
1000528,Шпагино (Т1)
1000527,Смазнево
1000525,ТЭЦ АКХЗ СШ 220
1000524,ТЭЦ АКХЗ СШ 110
1000549,"ТГ-1, ТГ-2 ТЭЦ А"
1000523,ТЭЦ АКХЗ СШ 110
1000522,Завьялово
1000521,Ларичиха
1000520,Светлая-220
1000519,Светлая-110
1000518,Корчино
1000517,Световская
1000516,Урываево-220
1000515,Урываево-110
1000514,Кулунда
1000513,Хабары
1000512,Плотинная
1000511,Сосна
1000510,Смоленская (+БГП
1000509,Черга
1000508,Майма
1000507,Благовещенка
1000506,Камышинка
1000505,Шпагино (Т2)
1000504,Городская
1000503,Ненинская
1000551,Барн ГТ-ТЭЦ
1000540,Подгорная
1003020,Мынкуль
1003021,Валиханово
1000474,"Томская ГРЭС-2,"
1000473,ПС 220 кВ Восточ
1000472,ПС 220 кВ Восточ
1000471,ПС 500 кВ Томска
1000470,ПС 220 кВ Асино
1000469,ПС 500 кВ Томска
1000468,ПС 220 кВ Асино
1000467,Томская ТЭЦ-3
1000466,ПС 220 кВ ГПП-22
1001464,ПС 220 кВ Вертик
1000463,ПС 220 кВ Парабе
1000462,ПС 220 кВ Чажемт
1000461,ПС 220 кВ Чажемт
1000460,ПС 110 кВ Коломе
1001450,ПС 220 кВ Раскин
1001445,ПС 220 кВ Чапаев
1001458,ПС 110 кВ Григор
1001457,ПС 110 кВ Григор
1001456,ПС 110 кВ Стреже
1001455,ПС 110 кВ Стреже
1001454,ПС 110 кВ Катыль
1001453,ПС 110 кВ Катыль
1001449,ПС 110 кВ Ломова
1001448,ПС 110 кВ Ломова
1001447,ПС 220 кВ Чапаев
1001446,ПС 220 кВ Чапаев
1001444,ПС 220 кВ Советс
1001443,ПС 220 кВ Советс
1001442,ПС 220 кВ Советс
1001441,ПС 220 кВ Советс
1001440,ПС 220 кВ Советс
1001451,ПС 220 кВ Советс
1001452,ПС 110 кВ Вахска
1000389,ПС 220 кВ Артышт
1000475,"Томская ГРЭС-2,"
1000477,ПС 220 кВ Володи
1000478,ПС 220 кВ Мельни
1000385,ПС 220 кВ Крохал
1000383,ПС 500 кВ Кузбас
1000382,ПС 500 кВ Кузбас
1000381,ПС 500 кВ Новоку
1000364,ПС 110 кВ Воинск
1000363,ПС 110 кВ Очистн
1000362,ПС 110 кВ Керамз
1000361,ПС 110 кВ Космич
1000360,ПС 110 кВ Космич
1000347,ПС 110 кВ Барзас
1000346,ПС 110 кВ Кайгур
1000345,ПС 110 кВ Челы
1000344,ПС 110 кВ Таежна
1000343,ПС 500 кВ Юрга С
1000342,ПС 110 кВ Юргинс
1000338,ПС 110 кВ Торсьм
1000480,ПС 220 кВ Зональ
1000340,ПС 110 Кузнецкая
1000332,ПС 110 Кузнецкая
1000357,ПС 110 Береговая
1000358,ПС 110 Береговая
1000331,ПС 220 кВ КМК-1
1000330,ПС 220 кВ КМК-1
1000328,ПС 220 кВ Еланск
1000327,ПС 220 кВ Еланск
1000329,ПС 220 кВ Евразо
1000326,ПС 220 кВ Евразо
1000325,ПС 220 кВ Бачатс
1000335,ГТЭС Новокузнецк
1000334,ПС 220 кВ Опорна
1000333,ПС 220 кВ Опорна
1000481,ПС 220 кВ Володи
1000323,ПС 220 кВ Феррос
1000322,ПС 220 кВ ЗСМК С
1000320,ПС 220 кВ ЗСМК С
1000319,ПС 110 кВ КФЗ-2
1002233,ПС 110 кВ НКАЗ-1
1002230,ПС 220 кВ НКАЗ-2
1002229,ПС 220 кВ НКАЗ-2
1002228,ПС 220 кВ НКАЗ-2
1002227,ПС 220 кВ НКАЗ-2
1002226,ПС 220 кВ НКАЗ-2
1002225,ПС 220 кВ НКАЗ-2
1000396,ПС 220 кВ НКАЗ-2
1000395,ПС 220 кВ НКАЗ-2
1002232,ПС 220 кВ НКАЗ-2
1002231,ПС 220 кВ НКАЗ-2
1000399,ПС 220 кВ НКАЗ-2
1000398,ПС 220 кВ НКАЗ-2
1000397,ПС 220 кВ НКАЗ-2
1000394,ПС 220 кВ НКАЗ-2
1000393,ПС 220 кВ НКАЗ-2
1000392,ПС 220 кВ НКАЗ-2
1000391,ПС 220 кВ НКАЗ-2
1000390,ПС 220 кВ НКАЗ-2
1000318,ПС 220 кВ НКАЗ-2
1000356,Томь-Усинская ГР
1000313,Томь-Усинская ГР
1000311,Кузнецкая ТЭЦ
1000314,Томь-Усинская ГР
1000310,Томь-Усинская ГР
1000309,ПС 110 кВ Абагур
1000308,Центральная ТЭЦ
1000305,ПС 110 кВ Ширпот
1000355,Южно-Кузбасская
1000354,Южно-Кузбасская
1000307,Южно-Кузбасская
1000306,Южно-Кузбасская
1000304,ПС 110 кВ Мысков
1000483,ПС 220 кВ Мельни
1000303,ПС 220 кВ Междур
1000302,Беловская ГРЭС С
1000301,ПС 110 кВ Новоле
1000484,ПС 220 кВ Зональ
1000485,ПС 220 кВ Орловк
1000300,ПС 110 кВ Беловс
1000486,ПС 220 кВ Орловк
1000299,ПС 220 кВ Соколо
1000298,ПС 110 кВ Красны
1000297,ПС 110 кВ Афонин
1000296,ПС 220 кВ Северн
1000295,ПС 500 кВ Новоку
1000353,Беловская ГРЭС Б
1000352,Беловская ГРЭС Б
1000351,Беловская ГРЭС Б
1000350,Беловская ГРЭС Б
1000294,Беловская ГРЭС С
1000292,Беловская ГРЭС С
1000290,Беловская ГРЭС С
1000289,ПС 220 кВ Кемеро
1000288,ПС 220 кВ Заиски
1000287,ПС 220 кВ Кемеро
1000286,ПС 110 кВ Шахтер
1000285,Кемеровская ТЭЦ
1000284,Ново-Кемеровская
1000283,Ново-Кемеровская
1000281,Кемеровская ГРЭС
1000280,ПС 110 кВ Анжерс
1000279,ПС 220 кВ Крохал
1000278,ПС 110 кВ Яшкинс
1000277,ПС 110 кВ Сурано
1000273,ПС 220 кВ Красно
1000272,ПС 220 кВ Красно
1000271,ПС 220 кВ Заиски
1000270,ПС 110 кВ Руднич
1000269,ПС 500 кВ Ново-А
1000216,ПС 500 кВ Ново-А
1000215,ПС 500 кВ Ново-А
1000210,ПС 500 кВ Ново-А
1000266,ПС 110 кВ Иверка
1000265,ПС 110 кВ Мариин
1000317,Томь-Усинская ГР
1000316,Томь-Усинская ГР
1000315,Томь-Усинская ГР
1000312,Томь-Усинская ГР
1000263,Томь-Усинская ГР
1000261,ПС 220 кВ Междур
1000253,ПС 110 кВ Набере
1000252,ПС 110 кВ Полыса
1000251,ПС 110 кВ Моховс
1000250,ПС 110 кВ Моховс
1000238,ПС 500 кВ Юрга С
1001401,ПС 220 кВ ЭС-2 С
1001404,ПС 220 кВ ЭС-1 С
1001406,ПС 220 кВ ЭС-1 С
1000262,ПС 220 кВ Теба
1001407,ПС 110 кВ ГПП-1
1001414,"ТЭЦ СХК, 3, 4 СШ"
1001415,"ТЭЦ СХК, 1, 2 СШ"
1001420,ТЭЦ СХК СШ-220 к
1001087,Майнская ГЭС Г1-
1002091,ПС 220 кВ ГПП-1
1001075,отп. на Майнскую
1001076,отп. на Майнскую
1001071,"ПС 220 кВ ГПП-1,"
1001018,ПС 220 кВ Бея
1001043,ПС 220 кВ Сора С
1001021,Отпайка на ПС 22
1001022,Отпайка на ПС 22
1001023,ПС 220 кВ Степна
1001044,ПС 220 кВ Абакан
1001045,ПС 220 кВ Сора С
1001046,ПС 220 кВ Туим С
1001047,ПС 220 кВ Туим С
1001048,ПС 220 кВ Абаза
1001056,ПС 220 кВ Камышт
1001058,ПС 220 кВ Югачи
1001059,ПС 220 кВ Тея
1001060,ПС 220 кВ Бискам
1001061,ПС 220 кВ Чарыш
1001062,ПС 220 кВ ГПП-2
1001063,ПС 500 кВ Алюмин
1001064,ПС 500 кВ Алюмин
1001065,ПС 500 кВ Абакан
1001066,ПС 500 кВ Абакан
1001067,ПС 500 кВ Означе
1001068,Саяно-Шушенская
1001069,ПС 220 кВ ГПП-1
1001070,ПС 500 кВ Означе
1001077,ПС 220 кВ Абакан
1001078,Абаканская ТЭЦ 7
1001079,Абаканская ТЭЦ С
1001080,ПС 110 кВ Рассве
1001081,Абаканская ТЭЦ С
1001082,ПС 110 кВ Калини
1001083,Абаканская ТЭЦ 1
1001084,Абаканская ТЭЦ 2
1001085,Абаканская ТЭЦ 3
1001086,Абаканская ТЭЦ 4
1001074,ПС 220 кВ Означе
1001073,ПС 220 кВ Означе
1001072,Майнская ГЭС
1002001,Богучанская ГЭС
1001303,ПС 110 кВ НПС-1
1002085,ПС 220 кВ Ванкор
1002086,ПС 220 кВ Ванкор
1002087,"1Г, 3Г Ванкорско"
1002088,"2Г, 4Г Ванкорско"
1002089,"5Г, 7Г Ванкорско"
1002090,"6Г, 8Г Ванкорско"
1004987,СН_Ванкор
1002084,Ванкорская ГТЭС
1002083,Ванкорская ГТЭС
1002081,Ванкорская ГТЭС
1002082,Ванкорская ГТЭС
1002023,ПС 500 кВ Енисей
1000004,Красноярская ГРЭ
1000005,Красноярская ГРЭ
1000006,ПС 1150 кВ Итатс
1002046,Назаровская ГРЭС
1002050,ПС 220 кВ Тайга
1002051,ПС 220 кВ Тайга
1002047,Назаровская ГРЭС
1000035,ПС 1150 кВ Итатс
1000036,ПС 1150 кВ Итатс
1000007,ПС 500 кВ Камала
1000008,ПС 500 кВ Камала
1000010,Березовская ГРЭС
1002040,ПС 110 кВ Уяр го
1002041,ПС 110 кВ Буйная
1002042,ПС 110 кВ Берёзо
1002043,ПС 110 кВ Вознес
1000019,Березовская ГРЭС
1000021,Березовская ГРЭС
1000011,Березовская ГРЭС
1000012,Березовская ГРЭС
1002022,Березовская ГРЭС
1000013,ПС 110 кВ Бороди
1000014,ПС 500 кВ Камала
1000015,ПС 110 кВ Шарбыш
1000016,ПС 110 кВ Камала
1000017,ПС 110 кВ Камарч
1000018,Красноярская ТЭЦ
1000020,Красноярская ГЭС
1002012,Красноярская ГЭС
1002016,Красноярская ГЭС
1002018,Красноярская ТЭЦ
1000023,ПС 500 кВ Красно
1006308,Саяно-Шушенская
1006305,Саяно-Шушенская
1006302,Саяно-Шушенская
1006299,Саяно-Шушенская
1006296,Саяно-Шушенская
1006414,ПС 500 кВ Красно
1000024,Красноярская ГЭС
1000025,Красноярская ГЭС
