number,name
300636,Баксан-110
300639,Дальняя-35
300638,Юго-Восточная
300637,Нальчик
300651,Ойсунгур
300652,Каргалиновская
300653,Ищерская
300654,Наурская 1с
300655,Самашки
300656,Гудермес-Тяговая
300657,Гудермес
300658,Наурская 2с
300659,Алпатово
300693,Южная 1с
300694,Южная 2с
300660,Грозный
300677,Курчалой 2с
300676,Курчалой 1с
300692,Грозненская ТЭС
300691,Грозненская ТЭС
300688,Отп. Холодильник
300687,Отп. Холодильник
300686,Консервная 2с
300685,Консервная 1с
300684,Черноречье 2с
300683,Черноречье 1с
300682,Шелковская 2сш
300681,Шелковская 1сш
300679,АКХП 2с
300678,АКХП 1с
300674,Холодильник
300672,Восточная
300663,Гудермес-Сити 2с
300662,Гудермес-Сити 1с
300661,Грозный
300664,Горячеисточненск
300665,Цемзавод
300666,Северная 1с
300667,Северная 2с
300668,Гудермес-Тяговая
300669,Шали
300670,Аргунская ТЭЦ 2с
300671,ГРП-110 2с
300673,Аргунская ТЭЦ 1с
300675,ГРП-110 1с
300701,В-2
300700,Алания
300750,Алания
300702,В-500
300703,Моздок
300704,Нузал
300705,Зарамаг
300706,Фиагдон
300707,Кармадон
300708,Гизельдонская ГЭ
300709,Юго-Западная
300710,Алагир
300711,Янтарь
300712,Моздок Тяговая
300713,Северо-Западная
300714,В-1
300715,Терская
300717,РП-110
300716,Моздок-110
300718,Ольгинская
300719,Дзауджикауская Г
300720,ВЛ-32 отп. на Дз
300721,Головная Зарамаг
300722,Эзминская ГЭС
300723,ВЛ-8 отп. на Дза
300727,Ардон
300728,Змейская
300729,Беслан
300730,Беслан Тяговая
300731,В-2
300732,В-500
300733,Беслан Северный
300734,Моздок
300735,Терек
300737,Исток
300738,Северный Портал
300740,Павлодольская
300741,Заманкул
300742,Эльхотово
300744,Левобережная
300745,Дзуарикау
300758,Победит Т-1
300759,Победит Т-2
300760,Ачалуки
300763,Вознесеновская-2
300764,Слепцовская
300765,Назрань-12
300766,Назрань-13
300768,Плиево
300771,Юго-Западная
300772,Магас
300801,Черкесск
300802,Черкесск
300803,Северная
300804,Южная
300805,Зеленчук
300806,Майская
300807,Ильичевская
300808,Учкекен
300809,Октябрьская
300810,Академическая
300811,Головная Л-42
300812,Береговая
300813,Эркен-Шахар
300814,Заречная
300815,Садовая
300816,Кавказская
300817,Химический завод
300818,Холодмаш
300819,Цементная
300820,Карьер Л-98
300821,Преградная
300822,Сторожевая
300823,Правокубанская Г
300824,Курджиново
300825,Хабез
300826,Кош-Хабль
300827,Усть-Джегута
300828,Касаева
300829,БСР
300832,Кубанская Л-29
300833,Карьер Л-218
300834,Красногорская ГЭ
300835,Головная Л-218
300836,Ток Москвы
300840,Зеленчукская ГАЭ
300841,Зеленчукская ГАЭ
300842,Зеленчукская ГАЭ
300838,Зеленчукская ГЭС
300839,Зеленчукская ГЭС
300850,Элиста Северная
300900,Целинская ВЭС
300899,Джуракская
300851,Элиста Северная
300852,Элиста Западная
300853,Володаровская
300854,отп. Ульдючины
300855,Ульдючины
300856,Приютное-2
300857,Улан-Холл
300858,Нарын-Худук
300859,Комсомольская
300860,Черноземельская
300861,Элиста Восточная
300862,Магна
300863,Приманычская
300864,Ики-Бурул
300865,Манджикины
300866,Южная
300867,Чолун-Хамур
300868,Красненская
300869,Кормовая
300870,Яшкуль-2
300871,Утта-2
300872,Партизанская
300873,Сарул
300874,Адык
300875,отп.Улан-Холл
300876,Виноградненская
300877,Цаган-Толга
300878,НПС-2
300879,Большой Царын-2
300880,Ленинская
300881,Целинная 2
300882,Кегульта
300883,Ергенинская
300884,Бургустинская
300885,Советская
300886,НПС-3
300887,Каспийская-2
300888,Большой Царын-1
300889,Большой Царын-1
300890,Малые Дербеты
300891,Садовое-1
300892,Цаган-Аман
300893,Ковыльная
300894,Артезиан-2
300895,Джильгита
300898,Яшкульская СЭС
300897,Малодербетовская
300896,Восход
300901,Чирюрт
300902,Чиркей ГЭС
300903,Чирюрт ГЭС
300954,Чиркей ГЭС
300904,Восточная
300905,ГПП
300906,Каспийская ТЭЦ
300907,Махачкала
300908,Махачкала-330 1С
300909,Дербент
300910,Дербент
300911,Чирюрт
300912,Акташ
300913,Миатлинская ГЭС
300914,Буйнакск-2
300915,Чиркей ГПП
300916,Ярыксу
300917,Буйнакск-1
300918,Миатлы
300919,Кизляр-1
300920,Миатлинская ГЭС
300921,Кизляр-2 1СШ
300922,Кочубей 1сш
300925,Кочубей 2сш
300926,Ю.Сухокумск
300927,Махачкала-330 2С
300928,Кизляр-2 2СШ
300923,Новая
300924,Белиджи
300930,Сулевкент
300931,Бабаюрт
300932,Гельбахская ГЭС
300933,Гергебиль-110 2с
300953,Гергебиль-110 1с
300955,Гунибская ГЭС
300956,Гоцатлинская ГЭС
300957,Гоцатлинская ГЭС
300960,Артем
300961,Артем
300934,Цудахар
300935,Тарумовка
300939,Кизилюртовская
300940,ЦПП
300941,Компас
300942,Рассвет 1С
300943,Каякент 2 сш
300944,Хунзах 2сш
300945,Тлох
300946,Хунзах 1сш
300947,Махачкала-110
300948,Шамхал
300949,Карланюрт-Тягова
300950,Сергокала
300951,Шамхал-Тяговая
300952,Изберг-Северная
300965,Огни 1с
300966,Огни 2с
300967,Мамедкала 2с
300968,Мамедкала 1с
300969,Каякент 1 сш
300970,Рассвет 2С
300991,Ирганайская ГЭС
300992,Ирганайская ГЭС
300993,Ирганай ГПП
300994,Ирганайская ГЭС
320577,Черный Яр
320598,Лиман
378001,Тамань 1сш
309104,Джвари
309117,Бзыби
309197,Леселидзе
309198,Казбеги
309200,Нижний Рук
309199,Джава
309306,Хачмаз
309309,Ялама
320001,Ветлянка
320002,Енотаевка
320578,Солодники
320781,Дальняя
320579,Нефтепровод
320580,Владимировка
330031,Серафимович
330070,Суровикино-220
330080,Котельниково
330100,Слюсарево
330099,отп. Слюсарево
330098,Мокрая Ольховка
330097,Чернышково
330915,Котельниково
330928,Андреановская
330932,Южная
320003,Газовая 1С-110
320101,Астраханская ТЭЦ
320457,ГПП-1 Т2
320593,Газовая 2С-110
320004,Баррикадная-220
320005,Зубовка
320102,Астраханская ТЭЦ
330092,"Трубная-3,6"
330091,ЭМК
330025,Трубная-1245
330024,"Трубная-1,2,4,5"
320456,отп.ПХ
320576,Нефтепровод
330916,ЗКО-1
330094,Иловля-2
330093,Норби
330095,ЗКО
330015,ЗКО-3 Т-2
330039,Себряковская
330036,Михайловская
304004,Суюндук
304003,ВЛ-443-ГЭ
304002,ВЛ-441-ГЭ
304001,Сайхин
304005,Эльтон -Джанибек
330951,Балашовская АТ-7
330952,"Балашовская Р-3,"
330953,Балашовская АТ-6
330954,"Балашовская Р-1,"
330998,Волжская ГЭС ГГ-
330999,Волжская ГЭС ГГ-
320111,Астраханская ГРЭ
330921,Волжская ГЭС
330920,Волжская ГЭС
330950,Котлубань
330948,Волжская ТЭЦ
330947,Красный Яр
330946,Красный Яр
330945,Головная
330944,Приморская
320587,Астрахань
330943,Приморская
330942,Волжская 1сш
330941,Трубная
330939,Отп. Кировская 3
330938,Красноармейская
330937,Красноармейская
330936,Волгоградская ТЭ
330931,Алюминиевая 1сш
330930,Гумрак 1СШ
330929,Трубная
330927,Сатаровская
330926,Палласовка 1сш
330925,Палласовка
330924,Головная
330923,Волжская
330922,Волжская 2сш
330919,Алюминиевая
330918,Алюминиевая 2сш
330917,Юбилейная
330902,Балашовская
330913,Волга
330933,Южная
330934,Фроловская
330935,Фроловская
330949,Трубная
330914,Сатаровская
330912,Гумрак
330911,Гумрак 2СШ
330910,Кировская 2с
330909,Кировская 1с
330908,Волга
330907,Арчеда
330906,Арчеда
330905,Петров Вал
330904,Петров Вал
330903,Балашовская
330142,ГОК 1сш220
330143,ГОК 2сш220
330144,ГОК 1сш110
330145,ГОК 2сш110
330901,Балашовская 1сш
330957,Нехаевская
330958,Слащевская
330959,Садовая 2с
330960,Кировская 2с
330961,ПТ Кировская-220
330969,ПТ Кировская-110
330962,Балашовская 1сш
330963,Балашовская 2сш
330964,Балашовская 2сш
330965,Заливская
330966,Городская-1 1с
330967,Городская-1 2с
330968,Палласовка 2сш
330088,Искра
330089,Городская-2 Т-1
330090,Канальная-2
330087,Кировская 1с
330086,Волжская ТЭЦ-2
330085,Волгоградская ГР
330084,Гмелинка
330083,Райгород-2
330082,Волгоградская ТЭ
330081,Камышинская ТЭЦ
330079,Колобовка
330078,Безымяновская
330077,Урюпинская
330076,Пищевая Т2
330075,Пищевая Т1
330074,Труд
330073,Сергиевская
330072,Филино
330071,Калач
330069,Суровикино-220
330068,Песковатка
330067,Садовая 1с
330066,Отп. Кировская 2
330065,Астаховская
330064,Отп. Кировская 1
330063,Волгоградская ТЭ
330062,Отп. Волгоградск
330061,Северная
330060,Литейная
330059,Полунино
330058,Отп. Северная
330057,отп.Л403
330056,Рудня
330055,Астаховская
330054,Промзона Т1
330053,Промзона Т2
330052,Литейная
330051,Лебяжье
330050,Солодча
330049,Таловка
330048,Коробки
330047,Новомлиново
330046,Жирновская
330045,Вязовка
330044,Ежовская-2
330043,Кудиновская
330042,Черкесовская-1
330041,Теркинская
330040,Новоаннинская
330038,Заливская
330037,Раковская Т-2
330035,Раковская Т-1
330034,Таловка
330033,Зензеватка
330032,Новопаника
330030,Лог
330029,Иловля-2
330028,Танина
330027,Рулевая
330026,ЛПК
330023,Городская-2 Т-2
330022,Зеленая
330021,Ахтуба
330020,Молзавод
330019,ВГТЗ-1
330018,"ВГТЗ-2,3 Л-16"
330017,"ВГТЗ-2,3 Л-15"
330016,Северная
330014,Садовая
330013,Петров Вал-Тягов
330012,ППА Южная
330011,ТДН
330010,Советская
330009,Ельшанская
330008,отп. ВЛ-22
330007,отп. ВЛ-21
330006,НС-32 Т-2
330005,НС-32 Т-1
330004,Сарепта-1
330003,Канатная
330002,Строительная 1с
330001,Строительная 2с
320741,Советская
320731,Береговая
320730,Сероглазовка
320723,Черный Яр-2
320722,Старица-2
320721,Вязовка
320705,Ахтуба
320703,Покровка
320704,А-НПС-5А 2с
320701,Горбаневка-2
320702,А-НПС-5А 1с
320599,Бузанская
320600,Астрахань
320597,Лиман
320596,Тяговая-1
320595,Газовая 1С-220
320594,Верхний Баскунча
320592,Газовая 2С-220
320591,ЦРП
320590,Черный Яр
320589,Баррикадная
320588,Баррикадная-220
320586,Рассвет
378145,Кубанская
378006,Джанкой
378108,ПС-16 1с
378107,ПС-11 2с
378106,ПС-6 2с
378105,ПС-5
378104,ПС 6 1с
378103,Лучистое
378086,Лучевая
378101,Малореченское
378077,Бахчисаpай 1сш
378085,Старый Кpым
378097,Массандра 2с
378098,Судак
378037,Западно-Кpымская
378096,Аянская
378095,Алушта
378002,Кафа
378003,Черноморская
378004,Казантип Т-1
378114,ПС-20
378113,ПС-19 2с
378076,Камыш-Бурун
378111,ПС-16 2с
378013,Симферопольская
378059,Набережная 2с
378057,Набережная 1с
378056,Марьино 2с
378055,Марьино 1с
378047,Сакская ТЭЦ
378046,Аэропорт
378044,Скворцово 3с
378040,Кафа
378039,Евпатория
378035,Петровские высот
378127,Казантип Т-2
378126,ПС-19 1с
378125,Нижнегорская 2с
378124,Нижнегорская 1с
378123,Насосная-2
378122,отп. Восход-1
378005,Джанкой
378109,ПС-11 1с
378007,Титан
378008,Красноперекопска
378009,Донузлав
378010,Донузлав
378011,Феодосийская
378012,Насосная-2
378021,Севастополь
378014,Симферопольская
378015,Элеваторная
378016,Марьяновка
378084,Жавоpонки
378094,Шаpха
378019,Остpовская
378020,Севастополь
378075,Феодосийская 2сш
378022,Бахчисарай
378023,Симферопольская
378024,Насосная-3
378025,Камыш-Бурун
378068,Севеpная
378026,Севастопольская
378027,Севастополь
378028,Западно-Крымская
378029,Таврическая ТЭС
378030,Таврическая ТЭС
378031,Балаклавская ТЭС
378110,ПС-15
378066,Ялта
378065,Гаспpа
378032,Холодильник
378033,Фотон
378034,Петровские высот
378054,Севастопольская
378036,Доброе
378092,Гуpзуф
378038,Мойнаки
378017,Симферопольская
378070,Центpальная
378041,Заря
378042,Саки
378043,Сквоpцово
378069,Восточная
378045,отп. Водовод 2
378083,Ленино
378082,Кеpченская
378091,Массандpа 1c
378049,отп. Водовод 1
378050,Почтовое
378051,Бахчисаpай 2сш
378052,Мекензиевы Гоpы
378053,ПС-12
378081,Очистная
378090,Даpсан
378089,Тpактовая
378088,Зимино
378058,Юго-Западная 1с
378118,ПС-12 2с
378119,Южная
378117,Водовод 1с
378116,Водовод 2с
378115,Юго-Западная 2с
378018,Симферопольская
378060,Феодосийская 1сш
378087,Белогоpск
378062,ПС-10
378080,Островская
300245,Восточная промзо
301245,Восточная промзо
300739,Зарамагская ГЭС-
300736,Зарамагская ГЭС-
300751,Эл.Цинк-1 (Л-10)
300752,Эл.Цинк-1 (Л-9)
300753,Эл.Цинк-2 (Л-102
300754,Эл.Цинк-2 (Л-101
300746,Предмостная
300747,АЗС
300748,Унал
300749,Мизур
300724,Дауровой
300725,Карца
300726,Ногир-110
300743,Мичурино
300142,"Т24,Т26,Т27 1с"
300143,"Т24,Т26,Т27 2с"
300144,РСМ 1С
300145,РСМ 2С
300146,Р41
300147,Р37 1С
300148,Р37 2С
300150,Генеральская
300157,Казачья ВЭС
300156,Джангар
300155,Г18
300154,Б4
300153,Заря
300152,Каменская ВЭС
300151,Сулинская ВЭС
300149,Т25
301222,Новомышастовская
301223,ВНИИРИС
301224,Старонижестеблие
301225,Северная (Ад ЭС)
301226,Белореченская тя
301227,Очистные сооруже
301228,отп.Центральная
301229,Ханская тяговая
301241,Военгородок 1СШ
301242,Военгородок 2СШ
301243,Лабинск-2
300442,Старомарьевская
300479,НПС-4
300424,Николина-Балка
300427,Преградная
300433,Безопасная
300434,Донская
300512,НПС-5
300522,Камбулат
300533,Овощи
300534,Кевсала
300535,Большевик
300536,Тахта
401001,Нива 1
403715,ТЭЦ-5 Блок 1
403746,ТЭЦ-5 (Г-21)
403747,"ТЭЦ-5 (Г-22, Г-2"
403603,Автовская ТЭЦ-15
403719,Юго-Западная ТЭЦ
403010,Правобережная ТЭ
403810,Правобережная ТЭ
403071,Пулковская110
403411,Котлы-т
403423,Вруда-т 1Т
403435,Лужская-т 2Т
403436,Лужская-т 1Т
403471,Елизаветино-т 1Т
403677,Елизаветино-т 2Т
403678,Вруда-т 1Т
403073,АТ-1 Подп.(10)
403074,АТ-2 Подп.(10)
403075,Никольское
403072,АТ-2 Подп.
403076,АТ-1 Подп.
403077,АТ-2 Лодейн.
403078,АТ-2 Лод(10)
403079,АТ-1 Лодейн.
403080,АТ-1 Лод(10)
401002,Нива 2
401003,Нива 3
401004,Кайтакос
401005,Янискоск
401006,Раякоски
401007,Хевоскос
401008,Борисогл
401009,Кумская
401010,Иовская
401011,Княжегубская ГЭС
401012,Вехне-Туломская
401013,Н.Тулома
401015,Серебр.1(ГЭС-15)
401016,Серебр.2(ГЭС-16)
401087,КАЭС Г-8
401077,КАЭС Г-7
401067,КАЭС Г-6
401057,КАЭС Г-5
401047,КАЭС Г-4
401037,КАЭС Г-3
401027,КАЭС Г-2
401017,КАЭС Г-1
401018,В.Териб
401019,Н.Териб
401020,Никель(СК)
401021,ПТЭЦ
401022,Административная
401023,АТЭЦ Г-3
401024,АТЭЦ Г-4
401028,"АТЭЦ Г-6,7,8"
401033,Плавильная Т3 (1
401040,Ковдор 40А (6)
401044,Плавильная Т4 (1
401045,Плавильная Т5 (1
401055,Шмидта (МТЭЦ)
401101,Нива 1
401102,Нива 2
401103,Нива 3
401160,Белокаменка Т1 (
401170,Порт Лавна (ОЛ-1
401111,Княжегубская ГЭС
401014,АТЭЦ-10
401114,АТЭЦ
401204,Титан 150-2
401209,Кумская
401230,ОЛ Л-230
401210,Иовская
401211,Княжегубская ГЭС
401214,АТЭЦ
401300,Выходной 330
401301,Мончегорск ПС11
401315,Серебр.1
401080,КАЭС 330
401079,КАЭС 330
401078,КАЭС 330
401081,КАЭС 330
401076,КАЭС 330
401075,КАЭС 330
401074,КАЭС 330
401073,КАЭС 330
401072,КАЭС 330
401071,КАЭС 1 СШ
401070,КАЭС 2 СШ
401317,КАЭС 330
401330,Оленегорск 330
401341,Мончегорск (Л-40
401342,Оленегорск (Л-40
401343,Оленегорск (Л-40
401344,Выходной (Л-406)
401374,Титан
401296,Княжегубская Л-4
401396,Княжегубская Л-3
401395,Княжегубская Л-3
401238,Княжегубская АТ
401511,Мурманская 35
401026,Кольская ВЭС 2СШ
401025,Кольская ВЭС 1СШ
401726,Кольская ВЭС ср.
401725,Кольская ВЭС
401909,Мурманская 2С
401911,Мурманская 1С
401910,АТ Мурманская 15
401310,Мурманская 330
401226,Княжегубская 2СШ
401206,Княжегубская 1СШ
401306,Княжегубская ПС-
401706,Княжегубская ПС-
401446,Княжегубская ПС-
401646,Княжегубская ПС-
401400,Выходной
401401,ПС-101
401403,Междуречье
401404,Шевченко
401406,Промзона 6
401408,Кола
401409,Тулома
401410,Рудная
401411,Медный цех
401415,Ловчорр П 15
401416,Хабозеро (10)
401418,Кандалакша П18
401419,Приморская П18А
401420,Котсельваара (10
401422,Царь Гор
401424,Изовелла (10)
401425,Никель52
401426,Горняки (10)
401428,Ура-Губа
401429,Снежногорск 6
401430,Оленья (6-1)
401431,Оленья (6-2)
401432,Ильма (6)
401433,Ревда (6)
401434,Лопаритовая (10)
401435,Протоки
401436,Мурмаши
401441,Енский (10)
401442,Лесобиржа (6)
401444,Умба
401448,Нефтебаза (ПС 48
401449,Нямозеро
401450,Заозерск
401451,Гремиха
401452,Никель52
401453,Долина Уюта П 53
401454,Пушной
401457,Жилстрой
401460,Зеленый мыс (10)
401463,Долина Уюта (6)
401464,Планер.п
401465,Колозеро (6)
401469,Пол.Зори
401470,Пинозеро
401475,Кировск П 75
401478,Водозабор
401480,Телевышка (6)
401481,Тепличная (6)
401482,Верхнетуломский
401486,Шлакоотвальная (
401487,Электролизная (1
401488,Зашеек (10)
401489,Снежная Т1 (6)
401492,Кол-Пече
401494,Лувеньга
401495,Алакуртти
401496,Мехзавод
401498,Первомай
401499,Лодейное
401500,Выходной
401501,Мончег11
401502,Оленегорск 35
401503,Междуречье
401505,Шмидта (35)
401506,Промзона 35
401508,Кола
401513,Н.Тулома
401515,Ловчорр П 15
401520,Никел20А
401521,Заполярн
401524,Изовелла (35)
401528,Ура-Губа
401529,Снежногорск 35
401531,Оленегорск 35
401532,Ильма
401533,Ревда (35)
401536,Мурмаши
401540,Ковдор 40А (35)
401541,Енский (35)
401542,Лесобиржа (35)
401550,Заозерск
401551,Гремиха
401553,Долина Уюта П53
401554,Долина Уюта (35)
401555,Выходной
401557,Жилстрой
401560,Зеленый мыс (35)
401564,Планер.п
401573,Аэр.Апат
401574,Аэр.Апат
401581,Тепличная (35)
401582,Верхнетуломский
401586,Мончег11
401587,Мончег11
401589,Снежная Т1 (35)
401592,Кол-Пече
401599,Лодейное
401602,Оленегорск 110
401606,Хабозеро
401608,Приморская П18А
401610,Тайбола
401612,Оленег12
401615,Ловчорр П 15
401616,Питкуль
401617,Вудьявр
401618,Кандалакша П18
401620,КАЗ (ПС19) - 2
401619,КАЗ (ПС19) - 1
401622,Царь гор
401624,Изовелла
401625,Придорожная
401626,Горняки
401630,Оленья (110)
401632,Умбозеро
401633,Ревда
401634,Лопаритовая
401635,Протоки
401637,ПС 37
401639,Обогатительная
401640,Ковдор 40А (110)
401641,Енский
401642,Лесобиржа
401644,Умба
401648,Нефтебаза (ПС 48
401665,Колозеро
401670,ОЛ 148 ПС 70
401672,Белое море 2С
401680,Телевышка
401684,Княжая 84
401685,Ковда 85
401686,Пояконда 86
401694,Лувеньга
401701,Мончегорск ПС11
401710,Плавильная Т3
401711,Административная
401712,Плавильная Т4
401713,Плавильная Т5
401730,Оленья (150-1)
401731,Оленья (150-2)
401733,ОЛ 153
401738,АНОФ-2
401740,Ковдор 40А (150)
401742,Ковдор
401743,Норд (ПС 43)
401749,Нямозеро
401774,Главная (ПС 74)
401776,Коашва76
401777,"АО Апатит ПС 77,"
401778,"АО Апатит ПС 77,"
401786,Шлакоотвальная
401787,Нагорная
401788,Зашеек
401795,Алакуртти
401801,Полярный
401802,Севером.
401803,Междуречье
401804,Кайтакос
401805,Янискоск
401806,Раякоски
401807,Хеваскос
401808,Кола
401813,Н.Тулома
401820,Котсельваара
401821,Приречный
401836,Киль.Мур
401844,Финлянд.
401853,Долина Уюта П 53
401855,Шмидта
401864,Планер.п
401866,Граница
401900,Выходной 150
401902,Севером.
401906,Промзона 150
401908,Борисогл
401912,Вехне-Туломская
401913,Н.Тулома
401915,Серебр.1(ГЭС-15)
401916,Серебр.2(ГЭС-16)
401922,В.Териберская 2С
401918,В.Териберская 1С
401919,Н.Териб.
401920,Никел20А
401921,Заполярн
401925,Никель52
401928,Ура-Губа
401929,Снежногорск 150
401950,Заозерск
401951,Гремиха
401952,Никель52
401953,Долина Уюта ПС53
401954,Долина Уюта ПС53
401956,Сафоново Т2
401966,Зеленый мыс
401981,Тепличная
401988,Норвегия
401997,Росляково Т1
401998,Первомай
402013,ГЭС-1
402014,ГЭС-2
409102,ВТЭЦ-2-110
402020,Ондская ГЭС-4
402021,ТЭЦ СЦБК
402022,Палакоргская ГЭС
402023,Маткожненская ГЭ
402024,Выгостровская ГЭ
402025,Беломорская ГЭС-
402026,Юшкозерская ГЭС-
402027,Путкинская ГЭС-
402028,ГЭС- 9
402029,Подужемская ГЭС-
402050,БСК 90
402054,БСК 90
403615,Автовская ТЭЦ-15
402070,Подужемская ГЭС-
402071,Кривопорожская Г
402090,ЛЦБК
402091,КАЛЕВАЛА
402092,В.ГУБА
402093,ВЯРТСИЛЯ
402094,КАРЬЕРНАЯ
402095,БЕЛ.ТЯГ
402096,КЕМЬ.ТЯГ
402097,ГИМОЛЫ
402098,СУККОЗЕРО
402099,ПЕНИНГА
402100,Онего 1С
402101,Заводская
402102,Онего 2С
402138,Радиозавод
402139,Лоухи-1с 110
402103,ПС-27
402104,Логмозеро
402111,КАРШЕВО
402110,ПУДОЖ СШ1
402112,ПУДОЖ СШ2
402113,ПАЙ
402114,ЛАДВА-ВЕТКА
402115,ДЕРЕВЯНКА
402116,Станкозавод
402117,Древлянка -110
402119,ПС 7
402120,ПС 1
402121,ШУЯ
402122,СУНА
402123,КОЗ
402124,Кондопожская ГЭС
402126,БЕРЕЗОВКА
402127,ГЭС-2
402128,ПОРОСОЗЕРО
402129,НАЙСТЕНЬЯРВИ
402130,СУОЯРВИ
402131,ВЕДЛОЗЕРО
402132,КОТКОЗЕРО
402133,ЛОЙМОЛА
402134,ПИТКЯРАНТА
402135,ЛЯСКЕЛЯ
402136,СОРТАВАЛА
402137,РАДИОЗАВОД
402140,МЕДГОРА
402141,ГЭС-4
402142,Сегежа
402143,СЦБК
402144,ОЛЕНИЙ
402145,РУГОЗЕРО
402146,ЛЕДМОЗЕРО
402147,КГОК 2СШ-110
402148,НАЗ
402149,ГЭС-7
402150,ИДЕЛЬ
402151,ГЭС-3
402152,ГЭС-5
402153,ЭНГОЗЕРО
402154,ГЭС-6
402155,БЕЛОМОРСК
402156,КУЗЕМА
402157,КЕМЬ
402158,ГЭС-9
402159,Лоухи-тяговая 11
402160,СОСНОВЫЙ
402161,КЕСТЕНЬГА
402162,СОФПОРОГ
402163,ПЯОЗЕРО
402164,КЕРЕТЬ
402165,ЧУПА
402166,КАТОЗЕРО
402167,ПОЛЯРН.КРУГ
402168,ПРЯЖА
402172,СУЛАЖГОРА
402173,БОРОВОЕ
402174,ЛАХДЕНПОХЬЯ
402175,ХААПАЛАМПИ
402176,КГОК 1СШ-110
402180,ГЭС-16
402181,КУККОВКА
402182,ОТЗ-2
402183,ПРИБРЕЖНАЯ
402184,АВАНГАРД
402195,ОЛОНЕЦ СШ1
402197,ОЛОНЕЦ СШ2
402198,КИРЬЯВАЛАХТ
402199,ЗАОЗЕРЬЕ
402224,Древлянка
402225,Петрозаводск 220
402226,ПБМ
402229,МЕДГОРА
402330,ОНДА 2С
402230,ОНДА 1С
402340,ПУТКИНСКАЯ 2С
402231,ПУТКИНСКАЯ 1С
402232,Подужемская 1С
402240,РП-103
402241,Сегежа-тяг.
402233,КГОК 2СШ-220
402234,СУОЯРВИ
402235,Кондопога
402237,ЛЯСКЕЛЯ
402238,СОРТАВАЛА
402251,Подужемская 2С
402252,КГОК  1СШ-220
402254,ГЭС-14
402033,Белопорожская ГЭ
402032,Белопорожская ГЭ
402030,Белопорожская ГЭ
402031,Белопорожская ГЭ
402259,Белопорожская ГЭ
402258,Белопорожская ГЭ
402257,Белопорожская ГЭ
402256,Белопорожская ГЭ
402255,Белый порог 220
402171,Лоухи 2с-110
402495,Лоухи Л-495
402493,Лоухи Л-493
402393,Лоухи Л-393
402332,Лоухи 2с-330
402331,Лоухи 1с-330
402333,Лоухи Л-395
402045,Лоухи-Fikt
402046,Лоухи-Fikt
402344,Сборка ШМ 330 АТ
402334,Сборка ШМ 330 АТ
402707,Борей 330
402706,Борей 330
402705,Борей 330
402704,Борей 330
402703,Борей 330
402702,Борей 2СШ
402701,Борей 1СШ
402700,Борей Р-1-330
402001,Борей
402715,Каменный Бор 330
402714,Каменный Бор 330
402712,Каменный Бор 330
402711,Каменный Бор 330
402710,Каменный Бор 330
402709,Каменный Бор 2СШ
402708,Каменный Бор 1СШ
402713,Каменный Бор (УШ
402002,Каменный Бор 330
402345,II СШ-330 Ондско
402335,I СШ-330 Ондской
402347,Петрозаводск 1СШ
402341,Петрозаводск 2СШ
402348,Петрозаводск 330
402346,Петрозаводск 330
402343,Петрозаводск 330
402716,Петрозаводск (УШ
402342,Петрозаводск 330
402336,Петрозаводск 330
402056,Петрозаводск-Fik
402057,Петрозаводск-Fik
402719,Кондопога 2С
402718,Кондопога 1С
402337,Кондопога 4С
402717,Кондопога 3С
402400,ПОВЕНЕЦ
402401,ЧЕЛМУЖИ
402402,ПЯЛЬМА
402403,АВДЕЕВО
402509,ПС-1-6
402515,ПС-1-10
402522,СУОЯРВИ-6
402527,ПИТК-6
402528,ЛЯСКЕЛЯ-6
402529,КИРЬЯВ-10
402530,СОРТ-6
402541,Ляскеля-10
402545,ЛЕДМОЗ-10
402548,БЕЛОМ-10
402549,КЕМЬ-10
402556,СОРТАВАЛА-6
402557,ПИТКЯКОСКИ
402558,ХАРЛУ
402559,ХЯМЕКОСКИ
402561,ПИТКТЭЦ
402564,ИГНОЙЛО
402610,СУОЯРВИ-35
402614,ПИТКЯР-35
402615,ЛЯСКЕЛЯ-35
402616,СОРТАВ-35
402625,Ляскеля-35
402627,ЛЕДМ-35
402629,БЕЛОМ-35
402630,КЕМЬ-35
402632,КИРЬЯВ-35
402633,СОРТАВАЛА35
402634,Туокслахти
402635,ПИТКЯКОСКИ
402636,ХАРЛУ 35
402637,ХЯМЕКОСКИ35
402639,ПИТКТЭЦ 35
402643,ИГНОЙЛО 35
402660,ЛОУХИ 10
402662,ЛОУХИ 10
403959,Выборг
403702,ЭС-2 ЦТЭЦ
403705,РУ-6 Красный Окт
403706,Волховская ГЭС-6
403708,Карповская
403709,Нижне-Свирская Г
403710,Лесогорская ГЭС-
403711,Светогорская ГЭС
403630,"ГЭС-12 2С (Г-3,"
403712,"ГЭС-12 1С (Г-1,"
403714,Нарвская ГЭС-13
403713,Нарвская ГЭС-13
402118,ПТЭЦ
403016,Волхов-Северная-
403740,ЛАЭС 1 оч
403742,"ЛАЭС Г-3,4"
403748,ЛАЭС Блок 4
403744,ЛАЭС Блок 3
403614,Первомайская ТЭЦ
403760,ГРЭС-19 Бл 1-3
403766,ТЭЦ-19 Г-1т - Г-
403774,Г-5 Северная ТЭЦ
403772,"Г-3, Г-4 Северна"
403770,"Г-1, Г-2 Северна"
403194,Т-2 Южная ТЭЦ
